Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554146,0,0.111504,3.59805e-06,0.102895,0,1.23285,0.000681999,0.0114124,0,0.0876581,3.51884e-06,, , 0.0570083,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693167,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.51884e-06,0.0585562
2,14.3227,14.4147,11.3427,0.00653074,0.384763,0.440111,3.53062,6.10045e-05,3.46794,3.55999,9.61614,0.00622156,0.122732,0.17808,2.66217,3.40599e-06,, , 0.489732,6.25664,0.281557,15.039,8.87695,9.61614,0.00622156,0.0155217,0.159386,0.122412,0.0190145,0.00836733,0.51324,2.66217,3.40599e-06,0.920125
3,3.94368,3.98383,7.2738,0.0139417,0.124078,0.148777,2.79397,0.000152026,0.835479,0.875625,6.41564,0.0133234,0.0462366,0.0709357,1.06443,1.73761e-05,, , 0.213767,1.37476,0.122576,5.19895,2.83585,6.41564,0.0133234,0.0293457,0.0693566,0.0396159,0.00819991,0.0073045,0.152882,1.06443,1.73761e-05,1.73961
4,5.8192,5.90586,7.76422,0.0263359,0.201025,0.250888,5.41693,7.77525e-05,1.02228,1.10895,6.41341,0.0250992,0.0863911,0.136254,1.95892,1.29294e-05,, , 0.42514,1.4674,0.238688,8.71495,4.15019,6.41341,0.0250992,0.0584488,0.134334,0.072218,0.0160931,0.0115958,0.228027,1.95892,1.29294e-05,3.46485
5,1.42538,1.45728,7.03571,0.0453928,0.0600285,0.0784726,7.62983,7.37566e-05,0.251555,0.28346,5.49989,0.0429193,0.0301153,0.0485594,0.715993,1.08433e-05,, , 0.156352,0.291019,0.0876438,6.27073,1.45379,5.49989,0.0429193,0.116473,0.0499687,0.0227841,0.00592199,0.017268,0.0652687,0.715993,1.08433e-05,6.90454
6,2.28474,2.3508,8.43806,0.0923763,0.102748,0.139637,15.2238,0.000128134,0.403277,0.469335,5.50069,0.0874294,0.0591444,0.096033,1.39642,2.39944e-05,, , 0.312102,0.387537,0.172973,11.9448,2.43759,5.50069,0.0874294,0.232886,0.0990299,0.0443615,0.0117861,0.0309699,0.101966,1.39642,2.39944e-05,13.8055
7,0.448093,0.449845,9.57535,0.0696549,0.0238192,0.0274045,49.3557,0.000198758,0.366513,0.368264,0.0128519,0.0527246,0.0123334,0.0159186,0.192924,6.50986e-06,, , 0.00874134,0.72115,0.00488577,12.0317,0.252186,0.0128519,0.0527246,0.827824,0.00965306,0.0174337,0.00116523,0.106011,0.0447805,0.192924,6.50986e-06,49.0734
8,0.027454,0.0276666,0.0179964,0.00031247,0.000486758,0.000511674,0.0602423,2.7717e-07,0.00177504,0.00198768,0.00202549,0.000291804,6.69943e-05,9.19106e-05,0.000223193,4.24913e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00202549,0.000291804,0.00101147,5.64923e-05,8.41608e-05,1.82519e-05,0.000319475,0.000672753,0.000223193,4.24913e-08,0.0599602
Total,35.996,28.59,53.2653,0.255234,0.952363,1.0858,84.1226,0.000695308,6.45171,6.66761,34.6935,0.228691,0.368433,0.545874,8.07874,7.86204e-05,, , 1.66392,10.5072,0.948155,66.1026,21.4208,34.6935,0.228691,1.2825,0.528717,0.322039,0.0635504,0.183419,1.14651,8.07874,7.86204e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14007,0.00846693,1.56148,20.5069,0.0208153,3.83879
