Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554141,0,0.111504,3.3774e-06,0.102889,0,1.23285,0.000681999,0.011412,0,0.0876581,3.29819e-06,, , 0.0570023,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693123,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.29819e-06,0.0585562
2,14.3228,14.4149,11.3426,0.00567694,0.384651,0.439997,3.53061,2.63562e-05,3.46805,3.56012,9.61608,0.00536777,0.12262,0.177967,2.66217,1.24047e-06,, , 0.489965,6.25664,0.281557,15.039,8.87695,9.61608,0.00536777,0.0155217,0.159167,0.122412,0.0190083,0.00836733,0.51324,2.66217,1.24047e-06,0.920125
3,3.9437,3.98386,7.27355,0.0142013,0.124005,0.148789,2.79396,0.000200102,0.835497,0.875664,6.41538,0.0135829,0.046163,0.0709476,1.06443,2.33856e-05,, , 0.213825,1.37476,0.122576,5.19895,2.83585,6.41538,0.0135829,0.0293457,0.0693079,0.0396159,0.00818678,0.0073045,0.152882,1.06443,2.33856e-05,1.73961
4,5.81922,5.9059,7.76428,0.0243529,0.201166,0.251109,5.41694,5.66677e-05,1.0223,1.10899,6.41347,0.0231162,0.0865326,0.136475,1.95892,7.65817e-06,, , 0.425191,1.4674,0.238688,8.71495,4.15019,6.41347,0.0231162,0.0584488,0.134691,0.072218,0.0160993,0.0115958,0.228027,1.95892,7.65817e-06,3.46485
5,1.42541,1.45731,7.03565,0.0527495,0.060016,0.0784813,7.62094,0.000115029,0.251588,0.283483,5.49982,0.050276,0.0301029,0.0485681,0.707107,3.14794e-05,, , 0.156406,0.291019,0.0876438,6.27073,1.45379,5.49982,0.050276,0.116473,0.0499681,0.0227841,0.00591876,0.017268,0.0652687,0.707107,3.14794e-05,6.90454
6,2.28485,2.35093,8.43798,0.0911828,0.10252,0.139272,15.2238,0.000126008,0.403386,0.469458,5.50061,0.0862359,0.0589167,0.095668,1.39642,2.18675e-05,, , 0.312328,0.387537,0.172973,11.9448,2.43759,5.50061,0.0862359,0.232886,0.0984455,0.0443615,0.0117776,0.0309699,0.101966,1.39642,2.18675e-05,13.8055
7,0.448089,0.449848,9.57533,0.0980714,0.0237549,0.027282,49.3539,0.000201741,0.366509,0.368267,0.0128372,0.0811411,0.0122691,0.0157962,0.19117,9.49254e-06,, , 0.00873797,0.72115,0.00488577,12.0317,0.252186,0.0128372,0.0811411,0.827824,0.00946706,0.0174337,0.00116447,0.106011,0.0447805,0.19117,9.49254e-06,49.0734
8,0.027454,0.0276666,0.0180035,0.000146708,0.000486739,0.000511578,0.0602445,2.59677e-07,0.00177504,0.00198768,0.00203263,0.000126041,6.69757e-05,9.1815e-05,0.000225338,2.49988e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203263,0.000126041,0.00101147,5.63723e-05,8.41608e-05,1.82576e-05,0.000319475,0.000672753,0.000225338,2.49988e-08,0.0599602
Total,35.9963,28.5904,53.2649,0.28707,0.952014,1.08544,84.1119,0.000729541,6.45199,6.66796,34.6931,0.260528,0.368083,0.545514,8.06809,9.84469e-05,, , 1.66454,10.5072,0.948155,66.1026,21.4208,34.6931,0.260528,1.2825,0.528034,0.322039,0.0635248,0.183419,1.14651,8.06809,9.84469e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14035,0.00846463,1.56106,20.5328,0.0208015,3.83623
