Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000695224,0.0554152,0,0.111504,3.14877e-06,0.102894,0,1.23285,0.000688249,0.011413,0,0.0876581,3.06957e-06,, , 0.0570076,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000688249,0.000987789,0.00693226,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.06957e-06,0.0585562
2,14.3228,14.4149,11.3423,0.00718446,0.38413,0.439312,3.50292,0.000283068,3.46803,3.56012,9.61578,0.00687528,0.1221,0.177281,2.63447,1.7285e-05,, , 0.489944,6.25664,0.281557,15.039,8.87695,9.61578,0.00687528,0.0155217,0.157991,0.122412,0.0189779,0.00836733,0.51324,2.63447,1.7285e-05,0.920125
3,3.94369,3.98383,7.27355,0.0143702,0.123929,0.148632,2.79396,0.000297906,0.835486,0.875626,6.41538,0.0137518,0.0460876,0.0707903,1.06443,3.5611e-05,, , 0.213775,1.37476,0.122576,5.19895,2.83585,6.41538,0.0137518,0.0293457,0.0690752,0.0396159,0.00818681,0.0073045,0.152882,1.06443,3.5611e-05,1.73961
4,5.81944,5.90619,7.76424,0.0218842,0.200961,0.250747,5.41694,4.39713e-05,1.02253,1.10928,6.41342,0.0206475,0.0863276,0.136113,1.95892,4.48406e-06,, , 0.425721,1.4674,0.238688,8.71495,4.15019,6.41342,0.0206475,0.0584488,0.134128,0.072218,0.0160947,0.0115958,0.228027,1.95892,4.48406e-06,3.46485
5,1.42532,1.45719,7.03554,0.0478398,0.0599358,0.0783788,7.62094,7.94493e-05,0.251494,0.283373,5.49972,0.0453663,0.0300227,0.0484656,0.707105,1.36896e-05,, , 0.156204,0.291019,0.0876438,6.27073,1.45379,5.49972,0.0453663,0.116473,0.0497907,0.0227841,0.00591346,0.017268,0.0652687,0.707105,1.36896e-05,6.90454
6,2.28475,2.35082,8.43808,0.0858665,0.102686,0.139493,15.2238,0.000121122,0.40328,0.469348,5.5007,0.0809196,0.0590819,0.0958891,1.39642,1.69823e-05,, , 0.312117,0.387537,0.172973,11.9448,2.43759,5.5007,0.0809196,0.232886,0.0988221,0.0443615,0.0117875,0.0309699,0.101966,1.39642,1.69823e-05,13.8055
7,0.448085,0.449842,9.57532,0.109166,0.0238004,0.0273792,49.3539,0.000202897,0.366504,0.368261,0.0128293,0.0922362,0.0123146,0.0158933,0.19117,1.06489e-05,, , 0.00873008,0.72115,0.00488577,12.0317,0.252186,0.0128293,0.0922362,0.827824,0.00961011,0.0174337,0.00116407,0.106011,0.0447805,0.19117,1.06489e-05,49.0734
8,0.027454,0.0276666,0.018026,0.000265568,0.000486876,0.000511678,0.0602445,2.72275e-07,0.00177504,0.00198768,0.00205514,0.000244901,6.71131e-05,9.19149e-05,0.00022534,3.75968e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00205514,0.000244901,0.00101147,5.65916e-05,8.41608e-05,1.82756e-05,0.000319475,0.000672753,0.00022534,3.75968e-08,0.0599602
Total,35.9963,28.5904,53.2646,0.287272,0.951345,1.08445,84.0842,0.00103184,6.45199,6.66799,34.6927,0.26073,0.367414,0.544525,8.0404,0.000101808,, , 1.66458,10.5072,0.948155,66.1026,21.4208,34.6927,0.26073,1.2825,0.526406,0.322039,0.0634941,0.183419,1.14651,8.0404,0.000101808,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14107,0.00846464,1.56106,20.6001,0.0208015,3.83624
