Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.7248,0,1.81752,0.000425956,0.0554155,0,0.111504,2.34348e-06,0.102898,0,1.23285,0.00041898,0.0114133,0,0.0876581,2.26427e-06,, , 0.057012,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.00041898,0.000987789,0.00693259,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.26427e-06,0.0585562
2,14.3229,14.415,11.3423,0.00168948,0.384285,0.439607,3.50292,9.07103e-06,3.46817,3.56025,9.61579,0.0013803,0.122255,0.177576,2.63447,1.60143e-07,, , 0.490222,6.25664,0.281557,15.039,8.87695,9.61579,0.0013803,0.0155217,0.158441,0.122412,0.0189786,0.00836733,0.51324,2.63447,1.60143e-07,0.920125
3,3.94382,3.98399,7.2741,0.00210574,0.124199,0.148843,2.80604,1.45454e-05,0.835622,0.875792,6.41593,0.00148739,0.0463578,0.0710017,1.07651,1.90993e-07,, , 0.214078,1.37476,0.122576,5.19895,2.83585,6.41593,0.00148739,0.0293457,0.0695287,0.0396159,0.00821492,0.0073045,0.152882,1.07651,1.90993e-07,1.73961
4,5.8191,5.90576,7.76437,0.00488575,0.201305,0.251288,5.41695,2.78381e-05,1.02218,1.10885,6.41355,0.00364904,0.0866708,0.136654,1.95893,4.50783e-07,, , 0.424926,1.4674,0.238688,8.71495,4.15019,6.41355,0.00364904,0.0584488,0.134999,0.072218,0.0161083,0.0115958,0.228027,1.95893,4.50783e-07,3.46485
5,1.42548,1.45741,7.03585,0.00926643,0.0601205,0.0785779,7.62983,5.37644e-05,0.251656,0.283587,5.50002,0.00679301,0.0302074,0.0486648,0.715996,8.47191e-07,, , 0.15658,0.291019,0.0876438,6.27073,1.45379,5.50002,0.00679301,0.116473,0.0501591,0.0227841,0.00592898,0.017268,0.0652687,0.715996,8.47191e-07,6.90454
6,2.2853,2.35147,8.43816,0.0147406,0.102861,0.139749,15.2416,0.000105437,0.403836,0.470005,5.50079,0.00979372,0.0592571,0.096145,1.4142,1.29695e-06,, , 0.313319,0.387537,0.172973,11.9448,2.43759,5.50079,0.00979372,0.232886,0.0992443,0.0443615,0.0117962,0.0309699,0.101966,1.4142,1.29695e-06,13.8055
7,0.448101,0.449855,9.57538,0.021639,0.0238079,0.0273645,49.3574,0.000193477,0.36652,0.368275,0.0128824,0.0047087,0.012322,0.0158787,0.194678,1.22889e-06,, , 0.00875942,0.72115,0.00488577,12.0317,0.252186,0.0128824,0.0047087,0.827824,0.00960023,0.0174337,0.00116679,0.106011,0.0447805,0.194678,1.22889e-06,49.0734
8,0.027454,0.0276666,0.0180074,4.32992e-05,0.000486802,0.000511676,0.0602445,2.46919e-07,0.00177504,0.00198768,0.00203648,2.26324e-05,6.70383e-05,9.19122e-05,0.000225338,1.22409e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203648,2.26324e-05,0.00101147,5.65291e-05,8.41608e-05,1.82607e-05,0.000319475,0.000672753,0.000225338,1.22409e-08,0.0599602
Total,35.997,28.5912,53.2657,0.0547962,0.952481,1.08594,84.1265,0.000406724,6.45266,6.66875,34.6939,0.0282538,0.36855,0.546013,8.08267,6.45147e-06,, , 1.66598,10.5072,0.948155,66.1026,21.4208,34.6939,0.0282538,1.2825,0.528961,0.322039,0.0635634,0.183419,1.14651,8.08267,6.45147e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13997,0.00848114,1.5641,20.4975,0.0209015,3.85468
