Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000695224,0.0554148,0,0.111504,3.8631e-06,0.102895,0,1.23285,0.000688249,0.0114126,0,0.0876581,3.7839e-06,, , 0.0570086,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000688249,0.000987789,0.0069319,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.7839e-06,0.0585562
2,14.3227,14.4148,11.3425,0.00701547,0.3844,0.4396,3.53061,0.000116617,3.46799,3.56002,9.61599,0.00670629,0.122369,0.17757,2.66216,6.8818e-06,, , 0.489808,6.25664,0.281557,15.039,8.87695,9.61599,0.00670629,0.0155217,0.158528,0.122412,0.0189987,0.00836733,0.51324,2.66216,6.8818e-06,0.920125
3,3.94372,3.98387,7.27374,0.0122405,0.124075,0.148812,2.79396,4.45372e-05,0.835524,0.875667,6.41557,0.0116221,0.0462335,0.0709701,1.06443,3.93997e-06,, , 0.213855,1.37476,0.122576,5.19895,2.83585,6.41557,0.0116221,0.0293457,0.069391,0.0396159,0.00819666,0.0073045,0.152882,1.06443,3.93997e-06,1.73961
4,5.81918,5.90581,7.7643,0.0268173,0.201259,0.25127,5.41694,9.46796e-05,1.02226,1.1089,6.41349,0.0255806,0.0866248,0.136636,1.95893,1.71611e-05,, , 0.425076,1.4674,0.238688,8.71495,4.15019,6.41349,0.0255806,0.0584488,0.134942,0.072218,0.0161015,0.0115958,0.228027,1.95893,1.71611e-05,3.46485
5,1.42542,1.45733,7.03568,0.0469416,0.0600426,0.0785155,7.62983,7.7308e-05,0.251602,0.283504,5.49986,0.0444682,0.0301295,0.0486023,0.715992,1.2619e-05,, , 0.156443,0.291019,0.0876438,6.27073,1.45379,5.49986,0.0444682,0.116473,0.050027,0.0227841,0.00592071,0.017268,0.0652687,0.715992,1.2619e-05,6.90454
6,2.2847,2.35074,8.438,0.0859725,0.102677,0.139564,15.2238,0.000121049,0.403234,0.469272,5.50063,0.0810257,0.0590727,0.0959603,1.39642,1.69089e-05,, , 0.311979,0.387537,0.172973,11.9448,2.43759,5.50063,0.0810257,0.232886,0.0988919,0.0443615,0.0117796,0.0309699,0.101966,1.39642,1.69089e-05,13.8055
7,0.448098,0.449857,9.57537,0.10351,0.0238169,0.0273851,49.3557,0.000202293,0.366517,0.368276,0.012878,0.0865797,0.0123311,0.0158993,0.192925,1.00445e-05,, , 0.00875369,0.72115,0.00488577,12.0317,0.252186,0.012878,0.0865797,0.827824,0.00963009,0.0174337,0.00116656,0.106011,0.0447805,0.192925,1.00445e-05,49.0734
8,0.027454,0.0276666,0.0180205,0.000212351,0.000486855,0.000511677,0.0602445,2.6654e-07,0.00177504,0.00198768,0.00204965,0.000191684,6.70912e-05,9.19142e-05,0.000225339,3.1862e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00204965,0.000191684,0.00101147,5.65734e-05,8.41608e-05,1.82712e-05,0.000319475,0.000672753,0.000225339,3.1862e-08,0.0599602
Total,35.9961,28.59,53.2652,0.283405,0.952171,1.08566,84.1225,0.000660614,6.4518,6.66762,34.6933,0.256863,0.36824,0.54573,8.07874,7.13711e-05,, , 1.664,10.5072,0.948155,66.1026,21.4208,34.6933,0.256863,1.2825,0.528398,0.322039,0.0635334,0.183419,1.14651,8.07874,7.13711e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14008,0.00846491,1.56111,20.5077,0.0208032,3.83655
