Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000676474,0.0554138,0,0.111504,5.23126e-05,0.10289,0,1.23285,0.000669499,0.0114116,0,0.0876581,5.22334e-05,, , 0.0570039,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000669499,0.000987789,0.00693086,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,5.22334e-05,0.0585562
2,14.3226,14.4147,11.3428,0.00639943,0.384769,0.440004,3.53063,4.88748e-05,3.46789,3.55992,9.61626,0.00609026,0.122739,0.177974,2.66218,2.64788e-06,, , 0.489615,6.25664,0.281557,15.039,8.87695,9.61626,0.00609026,0.0155217,0.159273,0.122412,0.0190268,0.00836733,0.51324,2.66218,2.64788e-06,0.920125
3,3.94376,3.98393,7.2737,0.0137825,0.124049,0.148778,2.79396,0.000164971,0.835563,0.875734,6.41554,0.0131642,0.0462075,0.0709369,1.06443,1.89941e-05,, , 0.213961,1.37476,0.122576,5.19895,2.83585,6.41554,0.0131642,0.0293457,0.0693337,0.0396159,0.00819476,0.0073045,0.152882,1.06443,1.89941e-05,1.73961
4,5.81976,5.90653,7.76452,0.021193,0.201549,0.251618,5.41696,4.14761e-05,1.02284,1.10961,6.4137,0.0199563,0.0869148,0.136984,1.95894,3.86027e-06,, , 0.426374,1.4674,0.238688,8.71495,4.15019,6.4137,0.0199563,0.0584488,0.135558,0.072218,0.016123,0.0115958,0.228027,1.95894,3.86027e-06,3.46485
5,1.42542,1.45729,7.03572,0.0549726,0.0600415,0.0784905,7.62983,0.000146567,0.251593,0.283472,5.4999,0.0524992,0.0301284,0.0485773,0.715993,4.72485e-05,, , 0.156402,0.291019,0.0876438,6.27073,1.45379,5.4999,0.0524992,0.116473,0.0499991,0.0227841,0.00592253,0.017268,0.0652687,0.715993,4.72485e-05,6.90454
6,2.28498,2.3511,8.43812,0.0908759,0.102733,0.139537,15.2416,0.000125322,0.403508,0.469634,5.50075,0.0859291,0.0591293,0.095933,1.4142,2.11824e-05,, , 0.312618,0.387537,0.172973,11.9448,2.43759,5.50075,0.0859291,0.232886,0.0989086,0.0443615,0.0117922,0.0309699,0.101966,1.4142,2.11824e-05,13.8055
7,0.44809,0.449844,9.57534,0.0830928,0.0238163,0.0274017,49.3557,0.000200172,0.366509,0.368263,0.0128474,0.0661625,0.0123304,0.0159158,0.192924,7.92322e-06,, , 0.00873331,0.72115,0.00488577,12.0317,0.252186,0.0128474,0.0661625,0.827824,0.00964758,0.0174337,0.001165,0.106011,0.0447805,0.192924,7.92322e-06,49.0734
8,0.027454,0.0276666,0.0179969,0.00023111,0.00048676,0.000511674,0.0602445,2.68703e-07,0.00177504,0.00198768,0.00202604,0.000210444,6.69965e-05,9.19107e-05,0.000225338,3.40247e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00202604,0.000210444,0.00101147,5.64941e-05,8.41608e-05,1.82523e-05,0.000319475,0.000672753,0.000225338,3.40247e-08,0.0599602
Total,35.9969,28.591,53.2657,0.271224,0.952858,1.08634,84.1404,0.000779964,6.45258,6.66863,34.6939,0.244681,0.368928,0.546413,8.09655,0.000154124,, , 1.66579,10.5072,0.948155,66.1026,21.4208,34.6939,0.244681,1.2825,0.529707,0.322039,0.0635939,0.183419,1.14651,8.09655,0.000154124,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1396,0.00846562,1.56124,20.4639,0.0208074,3.83733
