Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554145,0,0.111504,2.91408e-06,0.102893,0,1.23285,0.000681999,0.0114124,0,0.0876581,2.83487e-06,, , 0.0570061,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693162,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.83487e-06,0.0585562
2,14.3227,14.4147,11.3426,0.00660915,0.384477,0.439659,3.53061,5.64115e-05,3.46794,3.56,9.61606,0.00629997,0.122446,0.177628,2.66217,3.11892e-06,, , 0.489743,6.25664,0.281557,15.039,8.87695,9.61606,0.00629997,0.0155217,0.158656,0.122412,0.0190066,0.00836733,0.51324,2.66217,3.11892e-06,0.920125
3,3.94388,3.98404,7.27394,0.014247,0.124146,0.148836,2.80603,0.000239844,0.835677,0.875841,6.41577,0.0136286,0.0463046,0.0709942,1.0765,2.83533e-05,, , 0.214182,1.37476,0.122576,5.19895,2.83585,6.41577,0.0136286,0.0293457,0.0694762,0.0396159,0.00820681,0.0073045,0.152882,1.0765,2.83533e-05,1.73961
4,5.81922,5.90587,7.76423,0.024525,0.201162,0.251158,5.41694,5.77505e-05,1.0223,1.10896,6.41342,0.0232883,0.0865284,0.136524,1.95892,7.92887e-06,, , 0.425177,1.4674,0.238688,8.71495,4.15019,6.41342,0.0232883,0.0584488,0.13474,0.072218,0.0160943,0.0115958,0.228027,1.95892,7.92887e-06,3.46485
5,1.4256,1.45753,7.03582,0.0472267,0.060085,0.07852,7.62983,7.7069e-05,0.25178,0.283705,5.5,0.0447532,0.0301718,0.0486068,0.715996,1.24995e-05,, , 0.156812,0.291019,0.0876438,6.27073,1.45379,5.5,0.0447532,0.116473,0.0500666,0.0227841,0.0059279,0.017268,0.0652687,0.715996,1.24995e-05,6.90454
6,2.28508,2.3512,8.43804,0.102509,0.102677,0.139517,15.2238,0.00015104,0.403612,0.469732,5.50067,0.0975623,0.0590737,0.0959129,1.39642,4.68998e-05,, , 0.312802,0.387537,0.172973,11.9448,2.43759,5.50067,0.0975623,0.232886,0.0988409,0.0443615,0.0117841,0.0309699,0.101966,1.39642,4.68998e-05,13.8055
7,0.44809,0.449844,9.57535,0.111214,0.0237936,0.0273534,49.3557,0.00020309,0.36651,0.368264,0.012851,0.0942839,0.0123078,0.0158676,0.192924,1.08414e-05,, , 0.00873751,0.72115,0.00488577,12.0317,0.252186,0.012851,0.0942839,0.827824,0.00957645,0.0174337,0.00116518,0.106011,0.0447805,0.192924,1.08414e-05,49.0734
8,0.027454,0.0276666,0.018009,0.000293673,0.000486808,0.000511676,0.0602445,2.75745e-07,0.00177504,0.00198768,0.00203812,0.000273006,6.7045e-05,9.19125e-05,0.000225339,4.10669e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203812,0.000273006,0.00101147,5.65347e-05,8.41608e-05,1.8262e-05,0.000319475,0.000672753,0.000225339,4.10669e-08,0.0599602
Total,35.9968,28.5909,53.2655,0.307314,0.952243,1.08555,84.1346,0.000788395,6.45249,6.66849,34.6937,0.280771,0.368312,0.545626,8.09081,0.000112518,, , 1.66554,10.5072,0.948155,66.1026,21.4208,34.6937,0.280771,1.2825,0.528345,0.322039,0.0635544,0.183419,1.14651,8.09081,0.000112518,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13978,0.00846306,1.56077,20.4802,0.020792,3.83449
