Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.7248,0,1.81752,0.000475956,0.0554157,0,0.111504,2.65965e-06,0.102902,0,1.23285,0.00046898,0.0114135,0,0.0876581,2.58044e-06,, , 0.0570152,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.00046898,0.000987789,0.00693278,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.58044e-06,0.0585562
2,14.3229,14.415,11.3424,0.00254544,0.384346,0.43967,3.50292,1.05727e-05,3.46817,3.56027,9.61584,0.00223626,0.122316,0.17764,2.63448,2.53994e-07,, , 0.490241,6.25664,0.281557,15.039,8.87695,9.61584,0.00223626,0.0155217,0.15856,0.122412,0.0189836,0.00836733,0.51324,2.63448,2.53994e-07,0.920125
3,3.94378,3.98394,7.27411,0.00412561,0.124206,0.148847,2.80604,1.62245e-05,0.835581,0.87574,6.41594,0.00350726,0.0463646,0.0710058,1.07651,4.00872e-07,, , 0.213985,1.37476,0.122576,5.19895,2.83585,6.41594,0.00350726,0.0293457,0.069539,0.0396159,0.00821553,0.0073045,0.152882,1.07651,4.00872e-07,1.73961
4,5.81922,5.90589,7.76442,0.00505193,0.201374,0.251366,5.41695,2.79031e-05,1.0223,1.10898,6.41361,0.00381521,0.0867397,0.136732,1.95893,4.67025e-07,, , 0.425195,1.4674,0.238688,8.71495,4.15019,6.41361,0.00381521,0.0584488,0.13514,0.072218,0.0161137,0.0115958,0.228027,1.95893,4.67025e-07,3.46485
5,1.4256,1.45751,7.03589,0.01753,0.0601343,0.0785825,7.62983,5.54794e-05,0.251782,0.283685,5.50007,0.0150566,0.0302211,0.0486693,0.715997,1.7047e-06,, , 0.156801,0.291019,0.0876438,6.27073,1.45379,5.50007,0.0150566,0.116473,0.0501752,0.0227841,0.00593109,0.017268,0.0652687,0.715997,1.7047e-06,6.90454
6,2.28497,2.35107,8.43821,0.0136581,0.102987,0.139953,15.2416,0.000105318,0.403502,0.469599,5.50083,0.00871125,0.0593834,0.0963491,1.4142,1.17797e-06,, , 0.312591,0.387537,0.172973,11.9448,2.43759,5.50083,0.00871125,0.232886,0.0995702,0.0443615,0.0118008,0.0309699,0.101966,1.4142,1.17797e-06,13.8055
7,0.448088,0.449847,9.57538,0.0192153,0.023834,0.0274161,49.3574,0.000193124,0.366507,0.368266,0.0128853,0.002285,0.0123481,0.0159303,0.194678,8.758e-07,, , 0.00873731,0.72115,0.00488577,12.0317,0.252186,0.0128853,0.002285,0.827824,0.00967774,0.0174337,0.00116694,0.106011,0.0447805,0.194678,8.758e-07,49.0734
8,0.027454,0.0276666,0.018009,7.16837e-05,0.000486808,0.000511676,0.0602445,2.51468e-07,0.00177504,0.00198768,0.00203812,5.10168e-05,6.70449e-05,9.19125e-05,0.000225339,1.67896e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203812,5.10168e-05,0.00101147,5.65346e-05,8.41608e-05,1.8262e-05,0.000319475,0.000672753,0.000225339,1.67896e-08,0.0599602
Total,35.9968,28.5909,53.2659,0.062674,0.952784,1.08635,84.1265,0.000411533,6.45252,6.66852,34.6941,0.0361316,0.368853,0.546419,8.08268,7.47759e-06,, , 1.66565,10.5072,0.948155,66.1026,21.4208,34.6941,0.0361316,1.2825,0.529652,0.322039,0.0635812,0.183419,1.14651,8.08268,7.47759e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13996,0.00848059,1.564,20.4959,0.0208981,3.85406
