Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554148,0,0.111504,3.82062e-06,0.102895,0,1.23285,0.000681999,0.0114126,0,0.0876581,3.74142e-06,, , 0.0570084,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693188,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.74142e-06,0.0585562
2,14.3228,14.4148,11.3426,0.00630875,0.384612,0.439877,3.53062,4.36715e-05,3.46803,3.56009,9.61611,0.00599958,0.122581,0.177847,2.66217,2.32267e-06,, , 0.48993,6.25664,0.281557,15.039,8.87695,9.61611,0.00599958,0.0155217,0.159004,0.122412,0.0190115,0.00836733,0.51324,2.66217,2.32267e-06,0.920125
3,3.94381,3.98398,7.27346,0.0129083,0.123938,0.148703,2.78189,5.73484e-05,0.835608,0.875779,6.41529,0.0122899,0.0460959,0.0708612,1.05236,5.54136e-06,, , 0.214051,1.37476,0.122576,5.19895,2.83585,6.41529,0.0122899,0.0293457,0.0691587,0.0396159,0.00818246,0.0073045,0.152882,1.05236,5.54136e-06,1.73961
4,5.819,5.90565,7.76429,0.0233581,0.201153,0.25107,5.41694,5.19261e-05,1.02209,1.10873,6.41348,0.0221213,0.0865192,0.136436,1.95893,6.47278e-06,, , 0.424733,1.4674,0.238688,8.71495,4.15019,6.41348,0.0221213,0.0584488,0.134637,0.072218,0.0161003,0.0115958,0.228027,1.95893,6.47278e-06,3.46485
5,1.42533,1.45722,7.03558,0.046322,0.0599621,0.0784133,7.62094,7.53229e-05,0.251508,0.283398,5.49975,0.0438486,0.030049,0.0485002,0.707105,1.16265e-05,, , 0.156241,0.291019,0.0876438,6.27073,1.45379,5.49975,0.0438486,0.116473,0.0498499,0.0227841,0.00591516,0.017268,0.0652687,0.707105,1.16265e-05,6.90454
6,2.28474,2.35078,8.43801,0.102236,0.102572,0.139339,15.2238,0.000149322,0.403272,0.469317,5.50064,0.0972895,0.0589685,0.095735,1.39642,4.5182e-05,, , 0.31208,0.387537,0.172973,11.9448,2.43759,5.50064,0.0972895,0.232886,0.0985612,0.0443615,0.0117808,0.0309699,0.101966,1.39642,4.5182e-05,13.8055
7,0.448093,0.449848,9.57532,0.0657691,0.0237394,0.0272599,49.3539,0.000198357,0.366512,0.368267,0.0128219,0.0488388,0.0122535,0.0157741,0.19117,6.10813e-06,, , 0.00874207,0.72115,0.00488577,12.0317,0.252186,0.0128219,0.0488388,0.827824,0.00943022,0.0174337,0.00116369,0.106011,0.0447805,0.19117,6.10813e-06,49.0734
8,0.027454,0.0276666,0.0179892,0.00024209,0.000486682,0.000511576,0.0602423,2.6966e-07,0.00177504,0.00198768,0.00201836,0.000221423,6.69185e-05,9.1813e-05,0.000223193,3.49818e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00201836,0.000221423,0.00101147,5.63245e-05,8.41608e-05,1.82462e-05,0.000319475,0.000672753,0.000223193,3.49818e-08,0.0599602
Total,35.996,28.59,53.2648,0.257834,0.951878,1.08517,84.0998,0.000580038,6.45169,6.66757,34.693,0.231291,0.367947,0.545245,8.05603,8.10298e-05,, , 1.66386,10.5072,0.948155,66.1026,21.4208,34.693,0.231291,1.2825,0.52763,0.322039,0.0635236,0.183419,1.14651,8.05603,8.10298e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14066,0.00846678,1.56146,20.5614,0.0208145,3.83863
