Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72481,0,1.81752,0.000688974,0.0554155,0,0.111504,3.14418e-06,0.102911,0,1.23285,0.000681999,0.0114133,0,0.0876581,3.06498e-06,, , 0.0570244,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693257,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.06498e-06,0.0585562
2,14.3224,14.4143,11.3432,0.00612119,0.385283,0.44054,3.58599,3.33055e-05,3.46761,3.55958,9.61664,0.00581201,0.123253,0.17851,2.71754,1.6748e-06,, , 0.488995,6.25664,0.281557,15.039,8.87695,9.61664,0.00581201,0.0155217,0.160285,0.122412,0.0190652,0.00836733,0.51324,2.71754,1.6748e-06,0.920125
3,3.94378,3.98393,7.27389,0.0140058,0.124109,0.148783,2.80603,0.000142311,0.835575,0.875728,6.41572,0.0133874,0.046267,0.0709409,1.0765,1.61616e-05,, , 0.213964,1.37476,0.122576,5.19895,2.83585,6.41572,0.0133874,0.0293457,0.0693879,0.0396159,0.00820407,0.0073045,0.152882,1.0765,1.61616e-05,1.73961
4,5.81942,5.90615,7.7647,0.0271894,0.201732,0.251766,5.44113,9.9558e-05,1.02251,1.10923,6.41389,0.0259526,0.0870977,0.137132,1.98312,1.83807e-05,, , 0.425658,1.4674,0.238688,8.71495,4.15019,6.41389,0.0259526,0.0584488,0.135869,0.072218,0.0161422,0.0115958,0.228027,1.98312,1.83807e-05,3.46485
5,1.42559,1.45753,7.03574,0.0553276,0.0600654,0.0785281,7.62983,0.000160945,0.251765,0.283711,5.49992,0.0528542,0.0301522,0.0486149,0.715994,5.44374e-05,, , 0.156812,0.291019,0.0876438,6.27073,1.45379,5.49992,0.0528542,0.116473,0.0500596,0.0227841,0.00592344,0.017268,0.0652687,0.715994,5.44374e-05,6.90454
6,2.28511,2.35126,8.43818,0.0930334,0.102838,0.139679,15.2416,0.000129079,0.403639,0.469791,5.50081,0.0880866,0.0592346,0.0960755,1.4142,2.49388e-05,, , 0.312921,0.387537,0.172973,11.9448,2.43759,5.50081,0.0880866,0.232886,0.0991503,0.0443615,0.0117983,0.0309699,0.101966,1.4142,2.49388e-05,13.8055
7,0.448092,0.449845,9.57534,0.0784504,0.0237933,0.0273529,49.3557,0.000199686,0.366511,0.368265,0.0128485,0.0615201,0.0123074,0.0158671,0.192924,7.43736e-06,, , 0.00874004,0.72115,0.00488577,12.0317,0.252186,0.0128485,0.0615201,0.827824,0.00957577,0.0174337,0.00116505,0.106011,0.0447805,0.192924,7.43736e-06,49.0734
8,0.027454,0.0276666,0.0180019,0.000252986,0.00048678,0.000511675,0.0602445,2.70479e-07,0.00177504,0.00198768,0.00203098,0.00023232,6.70163e-05,9.19114e-05,0.000225338,3.5801e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203098,0.00023232,0.00101147,5.65106e-05,8.41608e-05,1.82563e-05,0.000319475,0.000672753,0.000225338,3.5801e-08,0.0599602
Total,35.9966,28.5907,53.2665,0.27507,0.953723,1.08716,84.232,0.000768298,6.4523,6.6683,34.6947,0.248527,0.369792,0.547232,8.18817,0.000126132,, , 1.6652,10.5072,0.948155,66.1026,21.4208,34.6947,0.248527,1.2825,0.531317,0.322039,0.0636678,0.183419,1.14651,8.18817,0.000126132,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13729,0.00846533,1.56119,20.2542,0.0208057,3.83701
