Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.7248,0,1.81752,0.000688974,0.055415,0,0.111504,3.36454e-06,0.102905,0,1.23285,0.000681999,0.0114129,0,0.0876581,3.28534e-06,, , 0.0570184,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693211,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.28534e-06,0.0585562
2,14.3223,14.4143,11.3431,0.00720145,0.38522,0.4405,3.55832,0.000207613,3.46753,3.55951,9.61656,0.00689227,0.123189,0.178469,2.68987,1.2569e-05,, , 0.488847,6.25664,0.281557,15.039,8.87695,9.61656,0.00689227,0.0155217,0.160189,0.122412,0.0190577,0.00836733,0.51324,2.68987,1.2569e-05,0.920125
3,3.94364,3.9838,7.27391,0.013271,0.124117,0.14879,2.80603,7.80552e-05,0.835441,0.875603,6.41574,0.0126526,0.0462751,0.0709486,1.0765,8.12971e-06,, , 0.213708,1.37476,0.122576,5.19895,2.83585,6.41574,0.0126526,0.0293457,0.0694028,0.0396159,0.00820506,0.0073045,0.152882,1.0765,8.12971e-06,1.73961
4,5.81932,5.90605,7.76442,0.0234204,0.201258,0.251133,5.41695,5.03859e-05,1.02241,1.10913,6.4136,0.0221837,0.0866239,0.1365,1.95893,6.08772e-06,, , 0.425457,1.4674,0.238688,8.71495,4.15019,6.4136,0.0221837,0.0584488,0.134793,0.072218,0.016113,0.0115958,0.228027,1.95893,6.08772e-06,3.46485
5,1.42543,1.45732,7.03574,0.0463375,0.0600457,0.0784851,7.62983,7.68974e-05,0.251608,0.283494,5.49992,0.0438641,0.0301325,0.0485719,0.715994,1.24137e-05,, , 0.156433,0.291019,0.0876438,6.27073,1.45379,5.49992,0.0438641,0.116473,0.0499966,0.0227841,0.00592375,0.017268,0.0652687,0.715994,1.24137e-05,6.90454
6,2.28455,2.3506,8.43797,0.0948338,0.102575,0.139387,15.2238,0.0001325,0.403083,0.469133,5.5006,0.089887,0.0589708,0.0957836,1.39642,2.83596e-05,, , 0.311706,0.387537,0.172973,11.9448,2.43759,5.5006,0.089887,0.232886,0.0986159,0.0443615,0.011777,0.0309699,0.101966,1.39642,2.83596e-05,13.8055
7,0.448092,0.449846,9.57537,0.0676578,0.0237888,0.0273267,49.3557,0.000198562,0.366511,0.368265,0.0128783,0.0507275,0.012303,0.0158408,0.192925,6.31373e-06,, , 0.00873967,0.72115,0.00488577,12.0317,0.252186,0.0128783,0.0507275,0.827824,0.00954352,0.0174337,0.00116657,0.106011,0.0447805,0.192925,6.31373e-06,49.0734
8,0.027454,0.0276666,0.0180019,0.000174841,0.00048678,0.000511675,0.0602445,2.62625e-07,0.00177504,0.00198768,0.00203098,0.000154174,6.70163e-05,9.19114e-05,0.000225338,2.79467e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203098,0.000154174,0.00101147,5.65107e-05,8.41608e-05,1.82563e-05,0.000319475,0.000672753,0.000225338,2.79467e-08,0.0599602
Total,35.9956,28.5895,53.266,0.253586,0.952905,1.08613,84.1623,0.000747641,6.45127,6.66713,34.6942,0.227043,0.368975,0.546206,8.11853,7.71868e-05,, , 1.66299,10.5072,0.948155,66.1026,21.4208,34.6942,0.227043,1.2825,0.529529,0.322039,0.0636127,0.183419,1.14651,8.11853,7.71868e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13906,0.00846706,1.56151,20.4146,0.0208161,3.83894
