Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72478,0,1.81752,0.000688974,0.0554135,0,0.111504,3.36954e-06,0.102884,0,1.23285,0.000681999,0.0114114,0,0.0876581,3.29034e-06,, , 0.0569979,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693062,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.29034e-06,0.0585562
2,14.3227,14.4148,11.3426,0.00634953,0.384531,0.43981,3.53061,4.2067e-05,3.46794,3.56002,9.61604,0.00604035,0.122501,0.17778,2.66216,2.22239e-06,, , 0.489763,6.25664,0.281557,15.039,8.87695,9.61604,0.00604035,0.0155217,0.158864,0.122412,0.0190039,0.00836733,0.51324,2.66216,2.22239e-06,0.920125
3,3.94374,3.98391,7.27364,0.0138198,0.124042,0.148808,2.79396,0.000116978,0.835544,0.875706,6.41547,0.0132014,0.0462007,0.0709659,1.06443,1.2995e-05,, , 0.213914,1.37476,0.122576,5.19895,2.83585,6.41547,0.0132014,0.0293457,0.0693593,0.0396159,0.00819149,0.0073045,0.152882,1.06443,1.2995e-05,1.73961
4,5.81908,5.9057,7.76423,0.026095,0.201153,0.25114,5.41694,7.99561e-05,1.02217,1.10878,6.41342,0.0248583,0.0865194,0.136506,1.95892,1.34803e-05,, , 0.424856,1.4674,0.238688,8.71495,4.15019,6.41342,0.0248583,0.0584488,0.134714,0.072218,0.0160941,0.0115958,0.228027,1.95892,1.34803e-05,3.46485
5,1.42549,1.45738,7.0357,0.0474105,0.0600419,0.0785045,7.62983,7.80164e-05,0.251665,0.283557,5.49987,0.044937,0.0301287,0.0485913,0.715993,1.29732e-05,, , 0.156559,0.291019,0.0876438,6.27073,1.45379,5.49987,0.044937,0.116473,0.0500146,0.0227841,0.00592135,0.017268,0.0652687,0.715993,1.29732e-05,6.90454
6,2.2845,2.35052,8.43791,0.0890591,0.102475,0.139264,15.2238,0.00012446,0.403037,0.46905,5.50054,0.0841123,0.0588713,0.0956606,1.39641,2.032e-05,, , 0.311577,0.387537,0.172973,11.9448,2.43759,5.50054,0.0841123,0.232886,0.0983999,0.0443615,0.0117704,0.0309699,0.101966,1.39641,2.032e-05,13.8055
7,0.448093,0.449847,9.57532,0.0678296,0.023716,0.0272103,49.3539,0.000198569,0.366513,0.368266,0.0128247,0.0508994,0.0122302,0.0157245,0.19117,6.32089e-06,, , 0.00874201,0.72115,0.00488577,12.0317,0.252186,0.0128247,0.0508994,0.827824,0.00935712,0.0174337,0.00116383,0.106011,0.0447805,0.19117,6.32089e-06,49.0734
8,0.027454,0.0276666,0.0180096,0.000274884,0.000486811,0.000511676,0.0602445,2.72952e-07,0.00177504,0.00198768,0.00203867,0.000254217,6.70472e-05,9.19126e-05,0.000225339,3.8274e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203867,0.000254217,0.00101147,5.65366e-05,8.41608e-05,1.82624e-05,0.000319475,0.000672753,0.000225339,3.8274e-08,0.0599602
Total,35.9958,28.5898,53.2649,0.251527,0.95186,1.08525,84.1208,0.000643689,6.45152,6.66737,34.6931,0.224985,0.36793,0.54532,8.07697,7.16404e-05,, , 1.66349,10.5072,0.948155,66.1026,21.4208,34.6931,0.224985,1.2825,0.527696,0.322039,0.0635146,0.183419,1.14651,8.07697,7.16404e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14014,0.00846726,1.56154,20.5134,0.0208173,3.83916
