Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72481,0,1.81752,0.000688974,0.0554155,0,0.111504,3.1424e-06,0.102908,0,1.23285,0.000681999,0.0114134,0,0.0876581,3.0632e-06,, , 0.0570216,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693261,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.0632e-06,0.0585562
2,14.3223,14.4143,11.3431,0.00720926,0.38522,0.440546,3.55832,0.000256327,3.46755,3.55953,9.61653,0.00690008,0.12319,0.178516,2.68987,1.56136e-05,, , 0.488885,6.25664,0.281557,15.039,8.87695,9.61653,0.00690008,0.0155217,0.160239,0.122412,0.0190543,0.00836733,0.51324,2.68987,1.56136e-05,0.920125
3,3.94364,3.98379,7.27401,0.012242,0.124148,0.148789,2.80604,4.46431e-05,0.835441,0.875594,6.41584,0.0116237,0.0463064,0.070947,1.07651,3.9532e-06,, , 0.213699,1.37476,0.122576,5.19895,2.83585,6.41584,0.0116237,0.0293457,0.0694271,0.0396159,0.00821046,0.0073045,0.152882,1.07651,3.9532e-06,1.73961
4,5.81922,5.90587,7.76441,0.0223474,0.201321,0.251267,5.41695,4.53678e-05,1.02231,1.10896,6.4136,0.0211107,0.0866869,0.136633,1.95893,4.83319e-06,, , 0.425174,1.4674,0.238688,8.71495,4.15019,6.4136,0.0211107,0.0584488,0.134989,0.072218,0.0161128,0.0115958,0.228027,1.95893,4.83319e-06,3.46485
5,1.42552,1.45744,7.03577,0.0462624,0.0600723,0.078526,7.62983,7.53967e-05,0.251697,0.283617,5.49994,0.043789,0.0301592,0.0486129,0.715994,1.16633e-05,, , 0.156651,0.291019,0.0876438,6.27073,1.45379,5.49994,0.043789,0.116473,0.050063,0.0227841,0.00592491,0.017268,0.0652687,0.715994,1.16633e-05,6.90454
6,2.28475,2.35081,8.43813,0.0966632,0.102733,0.139524,15.2416,0.000134526,0.403285,0.469342,5.50076,0.0917163,0.0591296,0.0959206,1.4142,3.03856e-05,, , 0.312072,0.387537,0.172973,11.9448,2.43759,5.50076,0.0917163,0.232886,0.0988955,0.0443615,0.0117931,0.0309699,0.101966,1.4142,3.03856e-05,13.8055
7,0.44809,0.449851,9.57534,0.0898881,0.023807,0.0273831,49.3539,0.00020087,0.36651,0.368271,0.0128461,0.0729578,0.0123212,0.0158972,0.191171,8.62097e-06,, , 0.00874329,0.72115,0.00488577,12.0317,0.252186,0.0128461,0.0729578,0.827824,0.00961977,0.0174337,0.00116493,0.106011,0.0447805,0.191171,8.62097e-06,49.0734
8,0.027454,0.0276666,0.018009,0.000312506,0.000486761,0.000511579,0.0602445,2.78624e-07,0.00177504,0.00198768,0.00203812,0.000291839,6.69976e-05,9.18158e-05,0.000225339,4.3946e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203812,0.000291839,0.00101147,5.63906e-05,8.41608e-05,1.8262e-05,0.000319475,0.000672753,0.000225339,4.3946e-08,0.0599602
Total,35.9958,28.5897,53.2663,0.275614,0.953204,1.08655,84.1784,0.000760551,6.45147,6.6673,34.6944,0.249071,0.369273,0.546618,8.13456,7.81771e-05,, , 1.66333,10.5072,0.948155,66.1026,21.4208,34.6944,0.249071,1.2825,0.530223,0.322039,0.0636301,0.183419,1.14651,8.13456,7.81771e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13864,0.00846544,1.56121,20.3769,0.0208063,3.83713
