Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72478,0,1.81752,0.000688974,0.0554133,0,0.111504,3.60269e-06,0.102882,0,1.23285,0.000681999,0.0114112,0,0.0876581,3.52349e-06,, , 0.0569959,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693044,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.52349e-06,0.0585562
2,14.3228,14.4149,11.3427,0.00727975,0.384612,0.439828,3.53062,0.000312467,3.46804,3.56014,9.61616,0.00697057,0.122582,0.177798,2.66217,1.91224e-05,, , 0.489984,6.25664,0.281557,15.039,8.87695,9.61616,0.00697057,0.0155217,0.158951,0.122412,0.0190161,0.00836733,0.51324,2.66217,1.91224e-05,0.920125
3,3.94374,3.9839,7.27362,0.0141387,0.123946,0.148623,2.79396,0.000163922,0.83554,0.8757,6.41545,0.0135204,0.0461039,0.0707813,1.06443,1.8863e-05,, , 0.213904,1.37476,0.122576,5.19895,2.83585,6.41545,0.0135204,0.0293457,0.069079,0.0396159,0.00819031,0.0073045,0.152882,1.06443,1.8863e-05,1.73961
4,5.81921,5.90589,7.76437,0.0253163,0.201295,0.251278,5.41694,6.42827e-05,1.0223,1.10898,6.41355,0.0240796,0.0866616,0.136644,1.95893,9.56193e-06,, , 0.425191,1.4674,0.238688,8.71495,4.15019,6.41355,0.0240796,0.0584488,0.13498,0.072218,0.0161078,0.0115958,0.228027,1.95893,9.56193e-06,3.46485
5,1.42534,1.45724,7.03552,0.0532841,0.0599498,0.0784187,7.62094,0.000117089,0.251517,0.283416,5.4997,0.0508107,0.0300366,0.0485056,0.707104,3.25095e-05,, , 0.156269,0.291019,0.0876438,6.27073,1.45379,5.4997,0.0508107,0.116473,0.0498457,0.0227841,0.00591236,0.017268,0.0652687,0.707104,3.25095e-05,6.90454
6,2.2852,2.35131,8.43817,0.0887443,0.102827,0.139678,15.2416,0.000124351,0.403732,0.469845,5.50079,0.0837975,0.0592235,0.096074,1.4142,2.02111e-05,, , 0.31306,0.387537,0.172973,11.9448,2.43759,5.50079,0.0837975,0.232886,0.0991393,0.0443615,0.0117967,0.0309699,0.101966,1.4142,2.02111e-05,13.8055
7,0.448096,0.449852,9.5753,0.0607961,0.0237256,0.0272436,49.3522,0.000197816,0.366515,0.368272,0.0128022,0.0438658,0.0122398,0.0157578,0.189415,5.56788e-06,, , 0.00875096,0.72115,0.00488577,12.0317,0.252186,0.0128022,0.0438658,0.827824,0.00940119,0.0174337,0.00116269,0.106011,0.0447805,0.189415,5.56788e-06,49.0734
8,0.027454,0.0276666,0.0180107,0.000287428,0.000486815,0.000511676,0.0602445,2.74479e-07,0.00177504,0.00198768,0.00203977,0.000266761,6.70515e-05,9.19127e-05,0.000225339,3.98007e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203977,0.000266761,0.00101147,5.65401e-05,8.41608e-05,1.82633e-05,0.000319475,0.000672753,0.000225339,3.98007e-08,0.0599602
Total,35.9966,28.5907,53.2652,0.250536,0.952256,1.08558,84.1279,0.000983806,6.4523,6.66834,34.6933,0.223993,0.368326,0.545652,8.08414,0.000109399,, , 1.66524,10.5072,0.948155,66.1026,21.4208,34.6933,0.223993,1.2825,0.528384,0.322039,0.0635555,0.183419,1.14651,8.08414,0.000109399,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13994,0.00846718,1.56153,20.4953,0.0208169,3.83907
