Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554135,0,0.111504,3.37494e-06,0.10289,0,1.23285,0.000681999,0.0114114,0,0.0876581,3.29573e-06,, , 0.0570039,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693064,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.29573e-06,0.0585562
2,14.3223,14.4142,11.343,0.00642453,0.385183,0.440499,3.55831,4.80878e-05,3.46756,3.55951,9.6165,0.00611535,0.123153,0.178468,2.68987,2.59869e-06,, , 0.488866,6.25664,0.281557,15.039,8.87695,9.6165,0.00611535,0.0155217,0.160158,0.122412,0.0190512,0.00836733,0.51324,2.68987,2.59869e-06,0.920125
3,3.94363,3.98378,7.27406,0.014248,0.124163,0.148784,2.80604,0.000223575,0.835428,0.87558,6.41589,0.0136297,0.0463214,0.070942,1.07651,2.63196e-05,, , 0.213671,1.37476,0.122576,5.19895,2.83585,6.41589,0.0136297,0.0293457,0.0694348,0.0396159,0.00821278,0.0073045,0.152882,1.07651,2.63196e-05,1.73961
4,5.81954,5.9063,7.76463,0.0250787,0.201443,0.251258,5.44113,5.98947e-05,1.02262,1.10938,6.41382,0.023842,0.0868094,0.136624,1.98311,8.46492e-06,, , 0.425903,1.4674,0.238688,8.71495,4.15019,6.41382,0.023842,0.0584488,0.13508,0.072218,0.0161352,0.0115958,0.228027,1.98311,8.46492e-06,3.46485
5,1.42553,1.45745,7.03578,0.048721,0.060077,0.0785281,7.62983,8.47315e-05,0.251712,0.283633,5.49995,0.0462476,0.0301639,0.0486149,0.715995,1.63308e-05,, , 0.156682,0.291019,0.0876438,6.27073,1.45379,5.49995,0.0462476,0.116473,0.0500693,0.0227841,0.00592541,0.017268,0.0652687,0.715995,1.63308e-05,6.90454
6,2.28524,2.35138,8.43815,0.102927,0.102812,0.139659,15.2416,0.000154272,0.403774,0.469917,5.50078,0.09798,0.0592083,0.0960548,1.4142,5.01319e-05,, , 0.313182,0.387537,0.172973,11.9448,2.43759,5.50078,0.09798,0.232886,0.0991064,0.0443615,0.0117951,0.0309699,0.101966,1.4142,5.01319e-05,13.8055
7,0.448093,0.449847,9.57537,0.121555,0.0238451,0.0274407,49.3557,0.00020427,0.366512,0.368266,0.0128798,0.104625,0.0123592,0.0159548,0.192925,1.20218e-05,, , 0.00874158,0.72115,0.00488577,12.0317,0.252186,0.0128798,0.104625,0.827824,0.00971372,0.0174337,0.00116665,0.106011,0.0447805,0.192925,1.20218e-05,49.0734
8,0.027454,0.0276666,0.0180041,0.000324997,0.000486788,0.000511675,0.0602445,2.79881e-07,0.00177504,0.00198768,0.00203318,0.00030433,6.70251e-05,9.19118e-05,0.000225338,4.52026e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203318,0.00030433,0.00101147,5.65181e-05,8.41608e-05,1.8258e-05,0.000319475,0.000672753,0.000225338,4.52026e-08,0.0599602
Total,35.9966,28.5907,53.2665,0.319968,0.953424,1.08668,84.2043,0.000778486,6.45227,6.66827,34.6947,0.293426,0.369494,0.546751,8.1605,0.000119209,, , 1.66513,10.5072,0.948155,66.1026,21.4208,34.6947,0.293426,1.2825,0.530549,0.322039,0.063656,0.183419,1.14651,8.1605,0.000119209,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13799,0.00846211,1.56059,20.3178,0.0207863,3.83343
