Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000676474,0.0554138,0,0.111504,3.3667e-06,0.10289,0,1.23285,0.000669499,0.0114116,0,0.0876581,3.2875e-06,, , 0.0570039,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000669499,0.000987789,0.00693089,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.2875e-06,0.0585562
2,14.3223,14.4143,11.343,0.00650268,0.385133,0.440433,3.55831,5.47526e-05,3.46757,3.55953,9.61648,0.0061935,0.123103,0.178403,2.68987,3.01524e-06,, , 0.4889,6.25664,0.281557,15.039,8.87695,9.61648,0.0061935,0.0155217,0.160044,0.122412,0.0190492,0.00836733,0.51324,2.68987,3.01524e-06,0.920125
3,3.94366,3.98381,7.27404,0.0140731,0.12417,0.148819,2.80604,0.000148328,0.835461,0.875608,6.41587,0.0134547,0.046328,0.0709775,1.07651,1.69138e-05,, , 0.213732,1.37476,0.122576,5.19895,2.83585,6.41587,0.0134547,0.0293457,0.0694776,0.0396159,0.00821199,0.0073045,0.152882,1.07651,1.69138e-05,1.73961
4,5.81935,5.90607,7.76412,0.0225666,0.200978,0.250912,5.39275,4.67614e-05,1.02244,1.10915,6.4133,0.0213299,0.0863437,0.136279,1.93474,5.18161e-06,, , 0.425503,1.4674,0.238688,8.71495,4.15019,6.4133,0.0213299,0.0584488,0.134322,0.072218,0.0160828,0.0115958,0.228027,1.93474,5.18161e-06,3.46485
5,1.42541,1.45729,7.03581,0.0496975,0.0600945,0.0785502,7.62983,8.63092e-05,0.251591,0.283468,5.49998,0.0472241,0.0301813,0.0486371,0.715995,1.71196e-05,, , 0.156396,0.291019,0.0876438,6.27073,1.45379,5.49998,0.0472241,0.116473,0.0501073,0.0227841,0.00592698,0.017268,0.0652687,0.715995,1.71196e-05,6.90454
6,2.28468,2.35069,8.43801,0.0888508,0.102673,0.139547,15.2238,0.000124555,0.403212,0.469227,5.50064,0.0839039,0.0590695,0.095943,1.39642,2.04147e-05,, , 0.31191,0.387537,0.172973,11.9448,2.43759,5.50064,0.0839039,0.232886,0.0988704,0.0443615,0.0117807,0.0309699,0.101966,1.39642,2.04147e-05,13.8055
7,0.448092,0.449844,9.57536,0.0909294,0.0237845,0.027329,49.3557,0.000200985,0.366511,0.368263,0.0128604,0.0739991,0.0122987,0.0158431,0.192924,8.73645e-06,, , 0.00873887,0.72115,0.00488577,12.0317,0.252186,0.0128604,0.0739991,0.827824,0.00954242,0.0174337,0.00116566,0.106011,0.0447805,0.192924,8.73645e-06,49.0734
8,0.027454,0.0276666,0.0179953,0.000281184,0.000486753,0.000511674,0.0602423,2.72971e-07,0.00177504,0.00198768,0.0020244,0.000260518,6.699e-05,9.19106e-05,0.000223193,3.82924e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.0020244,0.000260518,0.00101147,5.64888e-05,8.41608e-05,1.8251e-05,0.000319475,0.000672753,0.000223193,3.82924e-08,0.0599602
Total,35.9958,28.5896,53.2659,0.273578,0.952733,1.0861,84.1381,0.000665331,6.45145,6.66724,34.694,0.247035,0.368803,0.546174,8.09433,7.47072e-05,, , 1.66327,10.5072,0.948155,66.1026,21.4208,34.694,0.247035,1.2825,0.529351,0.322039,0.0635869,0.183419,1.14651,8.09433,7.47072e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13967,0.00846562,1.56124,20.4699,0.0208074,3.83734
