Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72482,0,1.81752,0.000701474,0.0554165,0,0.111504,3.86358e-06,0.102919,0,1.23285,0.000694499,0.0114144,0,0.0876581,3.78437e-06,, , 0.0570327,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000694499,0.000987789,0.00693363,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.78437e-06,0.0585562
2,14.3222,14.4142,11.3431,0.00556435,0.385171,0.440436,3.55832,2.69264e-05,3.46746,3.55942,9.61654,0.00525517,0.12314,0.178406,2.68987,1.2761e-06,, , 0.488676,6.25664,0.281557,15.039,8.87695,9.61654,0.00525517,0.0155217,0.160079,0.122412,0.0190548,0.00836733,0.51324,2.68987,1.2761e-06,0.920125
3,3.94364,3.98378,7.27381,0.0115353,0.124057,0.148727,2.79397,3.59865e-05,0.835436,0.875583,6.41564,0.0109169,0.0462157,0.0708857,1.06443,2.87112e-06,, , 0.213683,1.37476,0.122576,5.19895,2.83585,6.41564,0.0109169,0.0293457,0.0692856,0.0396159,0.00819994,0.0073045,0.152882,1.06443,2.87112e-06,1.73961
4,5.81927,5.906,7.76447,0.0249629,0.201275,0.251111,5.41695,6.38399e-05,1.02236,1.10909,6.41365,0.0237262,0.0866413,0.136477,1.95894,9.45122e-06,, , 0.425358,1.4674,0.238688,8.71495,4.15019,6.41365,0.0237262,0.0584488,0.134782,0.072218,0.0161183,0.0115958,0.228027,1.95894,9.45122e-06,3.46485
5,1.42554,1.45744,7.03585,0.0453333,0.0601155,0.0785657,7.62983,7.28809e-05,0.251722,0.283617,5.50003,0.0428599,0.0302023,0.0486525,0.715996,1.04055e-05,, , 0.156674,0.291019,0.0876438,6.27073,1.45379,5.50003,0.0428599,0.116473,0.0501416,0.0227841,0.00592905,0.017268,0.0652687,0.715996,1.04055e-05,6.90454
6,2.28475,2.35082,8.43808,0.0791062,0.102711,0.139543,15.2238,0.000117339,0.403287,0.46935,5.50071,0.0741594,0.0591076,0.095939,1.39642,1.31991e-05,, , 0.312109,0.387537,0.172973,11.9448,2.43759,5.50071,0.0741594,0.232886,0.0988974,0.0443615,0.0117877,0.0309699,0.101966,1.39642,1.31991e-05,13.8055
7,0.448091,0.449849,9.57534,0.0793337,0.0237658,0.0273027,49.3539,0.000199774,0.36651,0.368269,0.0128405,0.0624034,0.0122799,0.0158168,0.19117,7.52554e-06,, , 0.00874267,0.72115,0.00488577,12.0317,0.252186,0.0128405,0.0624034,0.827824,0.00949844,0.0174337,0.00116464,0.106011,0.0447805,0.19117,7.52554e-06,49.0734
8,0.027454,0.0276666,0.0180052,0.000174839,0.000486793,0.000511675,0.0602445,2.62759e-07,0.00177504,0.00198768,0.00203428,0.000154172,6.70295e-05,9.19119e-05,0.000225338,2.80806e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203428,0.000154172,0.00101147,5.65218e-05,8.41608e-05,1.82589e-05,0.000319475,0.000672753,0.000225338,2.80806e-08,0.0599602
Total,35.9958,28.5897,53.2661,0.246712,0.952999,1.0862,84.1485,0.000520873,6.45146,6.66731,34.6943,0.22017,0.369068,0.546269,8.10471,4.8541e-05,, , 1.66336,10.5072,0.948155,66.1026,21.4208,34.6943,0.22017,1.2825,0.529674,0.322039,0.0636241,0.183419,1.14651,8.10471,4.8541e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1394,0.00846752,1.56159,20.4456,0.0208189,3.83945
