Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72481,0,1.81752,0.000463456,0.0554174,0,0.111504,2.55092e-06,0.102916,0,1.23285,0.00045648,0.0114153,0,0.0876581,2.47172e-06,, , 0.0570295,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.00045648,0.000987789,0.00693452,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.47172e-06,0.0585562
2,14.3229,14.415,11.3422,0.00217551,0.384272,0.439743,3.50291,9.9872e-06,3.46813,3.56023,9.61565,0.00186633,0.122241,0.177713,2.63446,2.17403e-07,, , 0.490153,6.25664,0.281557,15.039,8.87695,9.61565,0.00186633,0.0155217,0.158578,0.122412,0.0189644,0.00836733,0.51324,2.63446,2.17403e-07,0.920125
3,3.94371,3.98387,7.27431,0.00389347,0.124276,0.148866,2.81811,1.6051e-05,0.835506,0.87567,6.41614,0.00327512,0.0464342,0.0710243,1.08858,3.79187e-07,, , 0.213839,1.37476,0.122576,5.19895,2.83585,6.41614,0.00327512,0.0293457,0.0696169,0.0396159,0.00822576,0.0073045,0.152882,1.08858,3.79187e-07,1.73961
4,5.81948,5.90625,7.76456,0.00710966,0.201565,0.251593,5.44112,2.87731e-05,1.02256,1.10933,6.41374,0.00587295,0.0869307,0.136959,1.98311,6.84529e-07,, , 0.425811,1.4674,0.238688,8.71495,4.15019,6.41374,0.00587295,0.0584488,0.135544,0.072218,0.0161273,0.0115958,0.228027,1.98311,6.84529e-07,3.46485
5,1.42556,1.45746,7.03592,0.0115312,0.0601539,0.0786024,7.62983,5.4244e-05,0.251737,0.283637,5.50009,0.0090578,0.0302407,0.0486892,0.715998,1.087e-06,, , 0.156711,0.291019,0.0876438,6.27073,1.45379,5.50009,0.0090578,0.116473,0.0502132,0.0227841,0.00593256,0.017268,0.0652687,0.715998,1.087e-06,6.90454
6,2.28545,2.35159,8.43838,0.027089,0.103135,0.140044,15.2416,0.000106737,0.403982,0.470121,5.50101,0.0221422,0.0595309,0.0964399,1.41421,2.59725e-06,, , 0.313594,0.387537,0.172973,11.9448,2.43759,5.50101,0.0221422,0.232886,0.0997904,0.0443615,0.0118188,0.0309699,0.101966,1.41421,2.59725e-06,13.8055
7,0.448095,0.449855,9.57539,0.0193545,0.0238542,0.0274499,49.3574,0.00019315,0.366514,0.368274,0.012897,0.00242417,0.0123683,0.015964,0.194679,9.0166e-07,, , 0.00875128,0.72115,0.00488577,12.0317,0.252186,0.012897,0.00242417,0.827824,0.00973111,0.0174337,0.00116753,0.106011,0.0447805,0.194679,9.0166e-07,49.0734
8,0.027454,0.0276666,0.0180079,3.042e-05,0.000486804,0.000511676,0.0602445,2.43413e-07,0.00177504,0.00198768,0.00203702,9.75316e-06,6.70405e-05,9.19123e-05,0.000225338,8.73493e-09,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203702,9.75316e-06,0.00101147,5.6531e-05,8.41608e-05,1.82611e-05,0.000319475,0.000672753,0.000225338,8.73493e-09,0.0599602
Total,35.9974,28.5917,53.2663,0.0716472,0.953159,1.08681,84.1627,0.000411737,6.45312,6.66925,34.6944,0.0451048,0.369228,0.546881,8.11892,8.34748e-06,, , 1.66697,10.5072,0.948155,66.1026,21.4208,34.6944,0.0451048,1.2825,0.530465,0.322039,0.063606,0.183419,1.14651,8.11892,8.34748e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13903,0.00847982,1.56386,20.4118,0.0208934,3.8532
