Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.7248,0,1.81752,0.000437678,0.055416,0,0.111504,2.40315e-06,0.102904,0,1.23285,0.000430703,0.0114139,0,0.0876581,2.32395e-06,, , 0.0570171,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000430703,0.000987789,0.00693312,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.32395e-06,0.0585562
2,14.3229,14.4149,11.3423,0.00234799,0.384264,0.439539,3.50292,1.02523e-05,3.46813,3.56018,9.6158,0.00203881,0.122233,0.177508,2.63447,2.33971e-07,, , 0.490112,6.25664,0.281557,15.039,8.87695,9.6158,0.00203881,0.0155217,0.15835,0.122412,0.0189796,0.00836733,0.51324,2.63447,2.33971e-07,0.920125
3,3.94375,3.98392,7.27432,0.00496576,0.124264,0.148837,2.81811,1.70081e-05,0.83555,0.875716,6.41615,0.00434741,0.0464221,0.0709957,1.08858,4.98829e-07,, , 0.213929,1.37476,0.122576,5.19895,2.83585,6.41615,0.00434741,0.0293457,0.0695758,0.0396159,0.00822616,0.0073045,0.152882,1.08858,4.98829e-07,1.73961
4,5.8193,5.90596,7.76444,0.00927297,0.201441,0.251485,5.41695,2.97241e-05,1.02238,1.10905,6.41362,0.00803626,0.0868068,0.136851,1.95893,9.22278e-07,, , 0.425347,1.4674,0.238688,8.71495,4.15019,6.41362,0.00803626,0.0584488,0.135325,0.072218,0.0161149,0.0115958,0.228027,1.95893,9.22278e-07,3.46485
5,1.42552,1.45744,7.03595,0.0200882,0.0601721,0.0786207,7.62984,5.60977e-05,0.251701,0.283618,5.50013,0.0176148,0.0302589,0.0487076,0.715999,2.01385e-06,, , 0.156656,0.291019,0.0876438,6.27073,1.45379,5.50013,0.0176148,0.116473,0.050248,0.0227841,0.00593442,0.017268,0.0652687,0.715999,2.01385e-06,6.90454
6,2.2851,2.3512,8.43823,0.0313569,0.102959,0.139866,15.2416,0.000107182,0.40363,0.469728,5.50086,0.02641,0.0593548,0.0962624,1.41421,3.04227e-06,, , 0.312849,0.387537,0.172973,11.9448,2.43759,5.50086,0.02641,0.232886,0.0994526,0.0443615,0.0118031,0.0309699,0.101966,1.41421,3.04227e-06,13.8055
7,0.448091,0.449854,9.5754,0.019805,0.0238594,0.0274596,49.3574,0.000193222,0.366511,0.368273,0.0129001,0.0028747,0.0123736,0.0159738,0.194679,9.73053e-07,, , 0.00874583,0.72115,0.00488577,12.0317,0.252186,0.0129001,0.0028747,0.827824,0.00974598,0.0174337,0.00116769,0.106011,0.0447805,0.194679,9.73053e-07,49.0734
8,0.027454,0.0276666,0.0180079,3.67971e-05,0.000486804,0.000511676,0.0602445,2.44812e-07,0.00177504,0.00198768,0.00203702,1.61303e-05,6.70406e-05,9.19123e-05,0.000225338,1.01337e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203702,1.61303e-05,0.00101147,5.6531e-05,8.41608e-05,1.82611e-05,0.000319475,0.000672753,0.000225338,1.01337e-08,0.0599602
Total,35.9969,28.591,53.2662,0.0883113,0.952861,1.08632,84.1386,0.000416134,6.45258,6.66855,34.6943,0.0617688,0.368931,0.546391,8.09475,1.00183e-05,, , 1.66574,10.5072,0.948155,66.1026,21.4208,34.6943,0.0617688,1.2825,0.529687,0.322039,0.0635955,0.183419,1.14651,8.09475,1.00183e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13965,0.00847872,1.56366,20.4683,0.0208867,3.85196
