Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72478,0,1.81752,0.000688974,0.0554135,0,0.111504,4.05598e-06,0.102887,0,1.23285,0.000681999,0.0114114,0,0.0876581,3.97678e-06,, , 0.057,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693061,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.97678e-06,0.0585562
2,14.3228,14.4149,11.3427,0.0073343,0.384733,0.440084,3.53062,0.000303142,3.4681,3.56017,9.61615,0.00702512,0.122703,0.178054,2.66217,1.85395e-05,, , 0.490067,6.25664,0.281557,15.039,8.87695,9.61615,0.00702512,0.0155217,0.159329,0.122412,0.019015,0.00836733,0.51324,2.66217,1.85395e-05,0.920125
3,3.94374,3.98391,7.27362,0.0139996,0.12404,0.148813,2.79396,0.000173984,0.835541,0.875709,6.41545,0.0133812,0.0461983,0.0709712,1.06443,2.01208e-05,, , 0.213911,1.37476,0.122576,5.19895,2.83585,6.41545,0.0133812,0.0293457,0.069363,0.0396159,0.00819059,0.0073045,0.152882,1.06443,2.01208e-05,1.73961
4,5.81914,5.90579,7.76446,0.0257508,0.201494,0.251566,5.41695,7.13777e-05,1.02223,1.10888,6.41364,0.0245141,0.0868604,0.136932,1.95894,1.13357e-05,, , 0.425017,1.4674,0.238688,8.71495,4.15019,6.41364,0.0245141,0.0584488,0.135457,0.072218,0.0161175,0.0115958,0.228027,1.95894,1.13357e-05,3.46485
5,1.42535,1.45726,7.0356,0.0457871,0.0599797,0.0784372,7.62094,7.33282e-05,0.251533,0.283436,5.49978,0.0433136,0.0300665,0.048524,0.707106,1.06291e-05,, , 0.156297,0.291019,0.0876438,6.27073,1.45379,5.49978,0.0433136,0.116473,0.0498902,0.0227841,0.00591626,0.017268,0.0652687,0.707106,1.06291e-05,6.90454
6,2.28488,2.35095,8.43813,0.088089,0.102815,0.139697,15.2416,0.000122522,0.403411,0.469481,5.50076,0.0831422,0.0592116,0.0960928,1.4142,1.83824e-05,, , 0.312382,0.387537,0.172973,11.9448,2.43759,5.50076,0.0831422,0.232886,0.09915,0.0443615,0.0117928,0.0309699,0.101966,1.4142,1.83824e-05,13.8055
7,0.448081,0.449837,9.5753,0.0709312,0.0237211,0.0272324,49.3522,0.000198885,0.3665,0.368256,0.0128028,0.0540009,0.0122352,0.0157466,0.189415,6.63629e-06,, , 0.00871912,0.72115,0.00488577,12.0317,0.252186,0.0128028,0.0540009,0.827824,0.0093854,0.0174337,0.00116272,0.106011,0.0447805,0.189415,6.63629e-06,49.0734
8,0.027454,0.0276666,0.0179986,0.000262403,0.000486767,0.000511674,0.0602445,2.71266e-07,0.00177504,0.00198768,0.00202769,0.000241736,6.70032e-05,9.1911e-05,0.000225338,3.65875e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00202769,0.000241736,0.00101147,5.64998e-05,8.41608e-05,1.82537e-05,0.000319475,0.000672753,0.000225338,3.65875e-08,0.0599602
Total,35.9963,28.5903,53.2653,0.252843,0.952684,1.08634,84.128,0.000947566,6.45197,6.66791,34.6935,0.226301,0.368753,0.546412,8.08414,8.96571e-05,, , 1.66447,10.5072,0.948155,66.1026,21.4208,34.6935,0.226301,1.2825,0.529562,0.322039,0.0635644,0.183419,1.14651,8.08414,8.96571e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13991,0.00846706,1.56151,20.4926,0.0208161,3.83894
