Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72478,0,1.81752,0.000688974,0.055414,0,0.111504,3.37548e-06,0.102887,0,1.23285,0.000681999,0.0114118,0,0.0876581,3.29628e-06,, , 0.057,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693106,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.29628e-06,0.0585562
2,14.3228,14.4149,11.3424,0.00626496,0.384348,0.439667,3.50292,4.92554e-05,3.46806,3.56012,9.61585,0.00595578,0.122317,0.177637,2.63448,2.67166e-06,, , 0.489985,6.25664,0.281557,15.039,8.87695,9.61585,0.00595578,0.0155217,0.158557,0.122412,0.0189847,0.00836733,0.51324,2.63448,2.67166e-06,0.920125
3,3.94382,3.98397,7.27374,0.0145112,0.124101,0.148867,2.79396,0.000419096,0.835617,0.875772,6.41558,0.0138929,0.0462597,0.0710253,1.06443,5.07598e-05,, , 0.214052,1.37476,0.122576,5.19895,2.83585,6.41558,0.0138929,0.0293457,0.0694723,0.0396159,0.00819678,0.0073045,0.152882,1.06443,5.07598e-05,1.73961
4,5.81905,5.90571,7.7642,0.0228977,0.201085,0.25104,5.39276,4.8749e-05,1.02214,1.1088,6.41338,0.021661,0.0864513,0.136406,1.93474,5.6785e-06,, , 0.424844,1.4674,0.238688,8.71495,4.15019,6.41338,0.021661,0.0584488,0.134548,0.072218,0.0160908,0.0115958,0.228027,1.93474,5.6785e-06,3.46485
5,1.4254,1.45732,7.0357,0.0501697,0.0600404,0.0784974,7.62983,8.86451e-05,0.251581,0.2835,5.49988,0.0476963,0.0301272,0.0485842,0.715993,1.82875e-05,, , 0.156412,0.291019,0.0876438,6.27073,1.45379,5.49988,0.0476963,0.116473,0.0500055,0.0227841,0.00592174,0.017268,0.0652687,0.715993,1.82875e-05,6.90454
6,2.28484,2.35089,8.43808,0.0897147,0.102751,0.139622,15.2238,0.000124866,0.403377,0.46942,5.50071,0.0847678,0.0591473,0.0960177,1.39642,2.07257e-05,, , 0.312287,0.387537,0.172973,11.9448,2.43759,5.50071,0.0847678,0.232886,0.0990154,0.0443615,0.011788,0.0309699,0.101966,1.39642,2.07257e-05,13.8055
7,0.448097,0.449855,9.57534,0.117185,0.0237708,0.0273128,49.3539,0.000203721,0.366516,0.368274,0.0128401,0.100255,0.012285,0.015827,0.19117,1.14727e-05,, , 0.00874847,0.72115,0.00488577,12.0317,0.252186,0.0128401,0.100255,0.827824,0.00951363,0.0174337,0.00116462,0.106011,0.0447805,0.19117,1.14727e-05,49.0734
8,0.027454,0.0276666,0.018015,0.000309361,0.000486832,0.000511677,0.0602445,2.77586e-07,0.00177504,0.00198768,0.00204416,0.000288694,6.70691e-05,9.19133e-05,0.000225339,4.29077e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00204416,0.000288694,0.00101147,5.65547e-05,8.41608e-05,1.82668e-05,0.000319475,0.000672753,0.000225339,4.29077e-08,0.0599602
Total,35.9963,28.5903,53.265,0.301742,0.951997,1.08552,84.0689,0.000937985,6.45195,6.66787,34.6931,0.275199,0.368067,0.545588,8.02512,0.000112935,, , 1.66441,10.5072,0.948155,66.1026,21.4208,34.6931,0.275199,1.2825,0.5281,0.322039,0.0635163,0.183419,1.14651,8.02512,0.000112935,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14141,0.00846358,1.56087,20.6314,0.0207951,3.83507
