Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554148,0,0.111504,2.69955e-06,0.102895,0,1.23285,0.000681999,0.0114126,0,0.0876581,2.62035e-06,, , 0.0570082,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693187,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.62035e-06,0.0585562
2,14.3227,14.4147,11.3425,0.00704223,0.384425,0.439712,3.5306,0.000264439,3.46793,3.55996,9.61595,0.00673305,0.122394,0.177681,2.66216,1.61207e-05,, , 0.489697,6.25664,0.281557,15.039,8.87695,9.61595,0.00673305,0.0155217,0.158668,0.122412,0.0189948,0.00836733,0.51324,2.66216,1.61207e-05,0.920125
3,3.94374,3.9839,7.27324,0.0129021,0.123871,0.148704,2.78188,6.27086e-05,0.835539,0.875701,6.41507,0.0122838,0.046029,0.0708627,1.05235,6.21138e-06,, , 0.213903,1.37476,0.122576,5.19895,2.83585,6.41507,0.0122838,0.0293457,0.0691047,0.0396159,0.00817104,0.0073045,0.152882,1.05235,6.21138e-06,1.73961
4,5.81923,5.90593,7.76436,0.0238559,0.201256,0.251209,5.41694,5.22501e-05,1.02232,1.10901,6.41354,0.0226192,0.0866225,0.136575,1.95893,6.55377e-06,, , 0.425245,1.4674,0.238688,8.71495,4.15019,6.41354,0.0226192,0.0584488,0.134873,0.072218,0.0161067,0.0115958,0.228027,1.95893,6.55377e-06,3.46485
5,1.42541,1.45732,7.03561,0.0486496,0.059999,0.0784697,7.62094,8.10308e-05,0.251592,0.283501,5.49978,0.0461762,0.0300858,0.0485565,0.707106,1.44804e-05,, , 0.15643,0.291019,0.0876438,6.27073,1.45379,5.49978,0.0461762,0.116473,0.0499415,0.0227841,0.00591675,0.017268,0.0652687,0.707106,1.44804e-05,6.90454
6,2.28515,2.35124,8.43801,0.0875523,0.102475,0.139138,15.2238,0.00012251,0.403682,0.469776,5.50064,0.0826055,0.0588711,0.0955345,1.39642,1.83704e-05,, , 0.312949,0.387537,0.172973,11.9448,2.43759,5.50064,0.0826055,0.232886,0.0982628,0.0443615,0.0117812,0.0309699,0.101966,1.39642,1.83704e-05,13.8055
7,0.448089,0.449845,9.57536,0.0639867,0.0238152,0.0273899,49.3557,0.000198153,0.366508,0.368264,0.0128632,0.0470564,0.0123293,0.0159041,0.192924,5.90431e-06,, , 0.00873579,0.72115,0.00488577,12.0317,0.252186,0.0128632,0.0470564,0.827824,0.00963391,0.0174337,0.0011658,0.106011,0.0447805,0.192924,5.90431e-06,49.0734
8,0.027454,0.0276666,0.0180123,0.000284267,0.000486821,0.000511676,0.0602445,2.76162e-07,0.00177504,0.00198768,0.00204142,0.0002636,6.70581e-05,9.1913e-05,0.000225339,4.1484e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00204142,0.0002636,0.00101147,5.65457e-05,8.41608e-05,1.82646e-05,0.000319475,0.000672753,0.000225339,4.1484e-08,0.0599602
Total,35.9965,28.5906,53.2646,0.244962,0.951742,1.08513,84.1016,0.000784068,6.45224,6.66821,34.6927,0.21842,0.367812,0.545206,8.05777,7.03028e-05,, , 1.66505,10.5072,0.948155,66.1026,21.4208,34.6927,0.21842,1.2825,0.527473,0.322039,0.0635059,0.183419,1.14651,8.05777,7.03028e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14062,0.00846764,1.56161,20.5578,0.0208196,3.83958
