Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.7248,0,1.81752,0.000688974,0.0554149,0,0.111504,2.92206e-06,0.1029,0,1.23285,0.000681999,0.0114127,0,0.0876581,2.84286e-06,, , 0.0570131,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693198,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.84286e-06,0.0585562
2,14.3223,14.4142,11.343,0.00613685,0.385125,0.440479,3.55831,3.49034e-05,3.46751,3.55948,9.61643,0.00582767,0.123094,0.178448,2.68986,1.77466e-06,, , 0.488785,6.25664,0.281557,15.039,8.87695,9.61643,0.00582767,0.0155217,0.160086,0.122412,0.0190437,0.00836733,0.51324,2.68986,1.77466e-06,0.920125
3,3.94366,3.9838,7.27405,0.0140528,0.124175,0.14882,2.80604,0.000128325,0.835459,0.875601,6.41588,0.0134344,0.046333,0.070978,1.07651,1.44135e-05,, , 0.21372,1.37476,0.122576,5.19895,2.83585,6.41588,0.0134344,0.0293457,0.0694826,0.0396159,0.00821245,0.0073045,0.152882,1.07651,1.44135e-05,1.73961
4,5.81916,5.90581,7.76443,0.0244311,0.201317,0.251246,5.41695,5.78961e-05,1.02224,1.1089,6.41361,0.0231944,0.0866834,0.136612,1.95893,7.96528e-06,, , 0.425054,1.4674,0.238688,8.71495,4.15019,6.41361,0.0231944,0.0584488,0.134964,0.072218,0.0161139,0.0115958,0.228027,1.95893,7.96528e-06,3.46485
5,1.42556,1.45748,7.03583,0.0472139,0.0601101,0.0785649,7.62983,7.70508e-05,0.251734,0.283663,5.50001,0.0447405,0.0301969,0.0486517,0.715996,1.24904e-05,, , 0.156734,0.291019,0.0876438,6.27073,1.45379,5.50001,0.0447405,0.116473,0.0501361,0.0227841,0.00592841,0.017268,0.0652687,0.715996,1.24904e-05,6.90454
6,2.28486,2.35096,8.43813,0.103359,0.102782,0.139631,15.2416,0.000156991,0.40339,0.46949,5.50076,0.0984126,0.0591787,0.0960272,1.4142,5.28513e-05,, , 0.312371,0.387537,0.172973,11.9448,2.43759,5.50076,0.0984126,0.232886,0.0990514,0.0443615,0.0117929,0.0309699,0.101966,1.4142,5.28513e-05,13.8055
7,0.448081,0.449842,9.57533,0.0703832,0.0237733,0.0273202,49.3539,0.000198843,0.3665,0.368261,0.0128352,0.0534529,0.0122875,0.0158343,0.19117,6.59447e-06,, , 0.00872201,0.72115,0.00488577,12.0317,0.252186,0.0128352,0.0534529,0.827824,0.00952374,0.0174337,0.00116437,0.106011,0.0447805,0.19117,6.59447e-06,49.0734
8,0.027454,0.0276666,0.0179958,0.000293773,0.000486756,0.000511674,0.0602423,2.75519e-07,0.00177504,0.00198768,0.00202494,0.000273106,6.69923e-05,9.19107e-05,0.000223193,4.08411e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00202494,0.000273106,0.00101147,5.64907e-05,8.41608e-05,1.82515e-05,0.000319475,0.000672753,0.000223193,4.08411e-08,0.0599602
Total,35.9958,28.5898,53.2662,0.26656,0.953184,1.08657,84.1784,0.000657208,6.45151,6.66738,34.6944,0.240018,0.369253,0.546644,8.13455,9.89733e-05,, , 1.66348,10.5072,0.948155,66.1026,21.4208,34.6944,0.240018,1.2825,0.530233,0.322039,0.0636253,0.183419,1.14651,8.13455,9.89733e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13865,0.00846608,1.56133,20.3768,0.0208102,3.83785
