Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554144,0,0.111504,3.82501e-06,0.102891,0,1.23285,0.000681999,0.0114122,0,0.0876581,3.7458e-06,, , 0.0570045,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693146,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.7458e-06,0.0585562
2,14.3227,14.4147,11.3424,0.00728915,0.384318,0.439544,3.50293,0.000356973,3.46791,3.55995,9.6159,0.00697997,0.122288,0.177513,2.63448,2.1904e-05,, , 0.489639,6.25664,0.281557,15.039,8.87695,9.6159,0.00697997,0.0155217,0.158399,0.122412,0.01899,0.00836733,0.51324,2.63448,2.1904e-05,0.920125
3,3.94379,3.98396,7.2737,0.0141309,0.124072,0.148837,2.79396,0.00015793,0.835594,0.875759,6.41553,0.0135125,0.0462306,0.0709951,1.06443,1.81141e-05,, , 0.214017,1.37476,0.122576,5.19895,2.83585,6.41553,0.0135125,0.0293457,0.0694154,0.0396159,0.00819439,0.0073045,0.152882,1.06443,1.81141e-05,1.73961
4,5.81919,5.90582,7.76418,0.0244843,0.201134,0.251161,5.39276,5.81784e-05,1.02227,1.10891,6.41337,0.0232476,0.0864999,0.136527,1.93474,8.03584e-06,, , 0.425092,1.4674,0.238688,8.71495,4.15019,6.41337,0.0232476,0.0584488,0.13472,0.072218,0.016089,0.0115958,0.228027,1.93474,8.03584e-06,3.46485
5,1.42531,1.4572,7.03566,0.0471384,0.0600097,0.0784631,7.62094,7.82142e-05,0.251491,0.283377,5.49983,0.044665,0.0300966,0.0485499,0.707108,1.30721e-05,, , 0.156204,0.291019,0.0876438,6.27073,1.45379,5.49983,0.044665,0.116473,0.0499431,0.0227841,0.00591927,0.017268,0.0652687,0.707108,1.30721e-05,6.90454
6,2.28496,2.35105,8.438,0.0886013,0.102592,0.139397,15.2238,0.000123755,0.403493,0.469585,5.50062,0.0836545,0.0589879,0.0957936,1.39642,1.96153e-05,, , 0.312568,0.387537,0.172973,11.9448,2.43759,5.50062,0.0836545,0.232886,0.0986406,0.0443615,0.0117794,0.0309699,0.101966,1.39642,1.96153e-05,13.8055
7,0.448091,0.449846,9.57536,0.105463,0.0237797,0.0273191,49.3557,0.000202512,0.366511,0.368265,0.0128607,0.0885324,0.0122939,0.0158332,0.192924,1.02637e-05,, , 0.0087388,0.72115,0.00488577,12.0317,0.252186,0.0128607,0.0885324,0.827824,0.00952771,0.0174337,0.00116568,0.106011,0.0447805,0.192924,1.02637e-05,49.0734
8,0.027454,0.0276666,0.0180167,0.00034697,0.000486839,0.000511677,0.0602445,2.80667e-07,0.00177504,0.00198768,0.00204581,0.000326304,6.70758e-05,9.19136e-05,0.000225339,4.59883e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00204581,0.000326304,0.00101147,5.65605e-05,8.41608e-05,1.82681e-05,0.000319475,0.000672753,0.000225339,4.59883e-08,0.0599602
Total,35.9962,28.5902,53.2649,0.288143,0.951807,1.08523,84.0618,0.000981669,6.45194,6.66783,34.693,0.2616,0.367876,0.545304,8.01799,9.47969e-05,, , 1.66434,10.5072,0.948155,66.1026,21.4208,34.693,0.2616,1.2825,0.527634,0.322039,0.0635073,0.183419,1.14651,8.01799,9.47969e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1416,0.00846457,1.56105,20.649,0.0208011,3.83617
