Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554145,0,0.111504,3.37151e-06,0.102891,0,1.23285,0.000681999,0.0114124,0,0.0876581,3.2923e-06,, , 0.0570042,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693163,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.2923e-06,0.0585562
2,14.3228,14.4148,11.3423,0.00707018,0.384265,0.439548,3.50292,0.000121916,3.46802,3.5601,9.61582,0.00676101,0.122234,0.177518,2.63447,7.21295e-06,, , 0.489926,6.25664,0.281557,15.039,8.87695,9.61582,0.00676101,0.0155217,0.158359,0.122412,0.0189812,0.00836733,0.51324,2.63447,7.21295e-06,0.920125
3,3.94383,3.98399,7.27359,0.0133099,0.124009,0.148773,2.79396,9.10286e-05,0.835631,0.875794,6.41542,0.0126916,0.0461675,0.0709312,1.06443,9.75139e-06,, , 0.214088,1.37476,0.122576,5.19895,2.83585,6.41542,0.0126916,0.0293457,0.0692939,0.0396159,0.00818889,0.0073045,0.152882,1.06443,9.75139e-06,1.73961
4,5.81922,5.90588,7.76409,0.0236804,0.200826,0.250635,5.39275,5.08431e-05,1.0223,1.10896,6.41328,0.0224437,0.0861922,0.136002,1.93474,6.20202e-06,, , 0.425182,1.4674,0.238688,8.71495,4.15019,6.41328,0.0224437,0.0584488,0.133896,0.072218,0.01608,0.0115958,0.228027,1.93474,6.20202e-06,3.46485
5,1.42538,1.45729,7.03577,0.0497477,0.0600437,0.0784675,7.62983,8.54321e-05,0.251559,0.283468,5.49995,0.0472743,0.0301305,0.0485543,0.715995,1.66811e-05,, , 0.156362,0.291019,0.0876438,6.27073,1.45379,5.49995,0.0472743,0.116473,0.0499755,0.0227841,0.00592523,0.017268,0.0652687,0.715995,1.66811e-05,6.90454
6,2.28461,2.35066,8.43795,0.0874863,0.102504,0.139271,15.2238,0.000123271,0.403147,0.469189,5.50058,0.0825394,0.0588998,0.095667,1.39641,1.91309e-05,, , 0.31182,0.387537,0.172973,11.9448,2.43759,5.50058,0.0825394,0.232886,0.0984306,0.0443615,0.0117747,0.0309699,0.101966,1.39641,1.91309e-05,13.8055
7,0.448089,0.449849,9.57536,0.112003,0.0238004,0.0273606,49.3557,0.000203185,0.366508,0.368269,0.0128628,0.0950725,0.0123146,0.0158748,0.192924,1.0936e-05,, , 0.00873961,0.72115,0.00488577,12.0317,0.252186,0.0128628,0.0950725,0.827824,0.00958988,0.0174337,0.00116578,0.106011,0.0447805,0.192924,1.0936e-05,49.0734
8,0.027454,0.0276666,0.0180074,0.000181091,0.000486802,0.000511676,0.0602445,2.63329e-07,0.00177504,0.00198768,0.00203648,0.000160424,6.70383e-05,9.19122e-05,0.000225338,2.86506e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203648,0.000160424,0.00101147,5.65291e-05,8.41608e-05,1.82607e-05,0.000319475,0.000672753,0.000225338,2.86506e-08,0.0599602
Total,35.9961,28.5902,53.2646,0.294167,0.951349,1.08457,84.0707,0.00067931,6.45184,6.66777,34.6928,0.267625,0.367418,0.544639,8.02686,7.32353e-05,, , 1.6642,10.5072,0.948155,66.1026,21.4208,34.6928,0.267625,1.2825,0.526533,0.322039,0.0634854,0.183419,1.14651,8.02686,7.32353e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14142,0.00846417,1.56097,20.6311,0.0207987,3.83572
