Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554141,0,0.111504,3.83084e-06,0.102889,0,1.23285,0.000681999,0.0114119,0,0.0876581,3.75163e-06,, , 0.0570026,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693119,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.75163e-06,0.0585562
2,14.3226,14.4147,11.3426,0.00603999,0.38441,0.439564,3.53061,3.02948e-05,3.4679,3.55997,9.61603,0.00573081,0.122379,0.177534,2.66216,1.48663e-06,, , 0.489666,6.25664,0.281557,15.039,8.87695,9.61603,0.00573081,0.0155217,0.158497,0.122412,0.0190035,0.00836733,0.51324,2.66216,1.48663e-06,0.920125
3,3.94373,3.98389,7.27371,0.0124611,0.124024,0.148724,2.79396,4.72865e-05,0.83553,0.875689,6.41555,0.0118428,0.0461827,0.0708819,1.06443,4.28362e-06,, , 0.213882,1.37476,0.122576,5.19895,2.83585,6.41555,0.0118428,0.0293457,0.0692535,0.0396159,0.00819529,0.0073045,0.152882,1.06443,4.28362e-06,1.73961
4,5.81957,5.90632,7.76434,0.0240178,0.201198,0.251102,5.41694,5.45279e-05,1.02265,1.10941,6.41353,0.0227811,0.0865637,0.136468,1.95893,7.12323e-06,, , 0.425974,1.4674,0.238688,8.71495,4.15019,6.41353,0.0227811,0.0584488,0.134709,0.072218,0.0161056,0.0115958,0.228027,1.95893,7.12323e-06,3.46485
5,1.42547,1.45738,7.03566,0.0464755,0.0599872,0.0784161,7.62094,7.52428e-05,0.251652,0.283563,5.49984,0.0440021,0.030074,0.0485029,0.707108,1.15864e-05,, , 0.156552,0.291019,0.0876438,6.27073,1.45379,5.49984,0.0440021,0.116473,0.0498734,0.0227841,0.00591943,0.017268,0.0652687,0.707108,1.15864e-05,6.90454
6,2.28478,2.35083,8.43792,0.0883514,0.102411,0.139117,15.2238,0.000122966,0.403308,0.469361,5.50055,0.0834046,0.0588067,0.0955134,1.39641,1.8826e-05,, , 0.312155,0.387537,0.172973,11.9448,2.43759,5.50055,0.0834046,0.232886,0.098187,0.0443615,0.0117716,0.0309699,0.101966,1.39641,1.8826e-05,13.8055
7,0.448093,0.449845,9.57536,0.102829,0.0238183,0.0273934,49.3557,0.000202207,0.366513,0.368265,0.0128691,0.0858991,0.0123324,0.0159075,0.192925,9.95805e-06,, , 0.00874182,0.72115,0.00488577,12.0317,0.252186,0.0128691,0.0858991,0.827824,0.00964018,0.0174337,0.00116611,0.106011,0.0447805,0.192925,9.95805e-06,49.0734
8,0.027454,0.0276666,0.0180233,0.000249924,0.000486865,0.000511678,0.0602445,2.70665e-07,0.00177504,0.00198768,0.0020524,0.000229257,6.71021e-05,9.19145e-05,0.000225339,3.59866e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.0020524,0.000229257,0.00101147,5.65823e-05,8.41608e-05,1.82734e-05,0.000319475,0.000672753,0.000225339,3.59866e-08,0.0599602
Total,35.9965,28.5906,53.2651,0.281114,0.951748,1.08483,84.1137,0.000536626,6.45222,6.66824,34.6933,0.254572,0.367818,0.5449,8.06985,5.70516e-05,, , 1.66505,10.5072,0.948155,66.1026,21.4208,34.6933,0.254572,1.2825,0.527147,0.322039,0.0635312,0.183419,1.14651,8.06985,5.70516e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14033,0.00846501,1.56113,20.5309,0.0208037,3.83665
