Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000695224,0.0554147,0,0.111504,4.0534e-06,0.102891,0,1.23285,0.000688249,0.0114125,0,0.0876581,3.97419e-06,, , 0.0570048,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000688249,0.000987789,0.00693177,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.97419e-06,0.0585562
2,14.3229,14.4149,11.3423,0.00704207,0.384391,0.43982,3.50292,0.000105549,3.46813,3.56019,9.61579,0.00673289,0.12236,0.17779,2.63447,6.19001e-06,, , 0.490117,6.25664,0.281557,15.039,8.87695,9.61579,0.00673289,0.0155217,0.158759,0.122412,0.0189784,0.00836733,0.51324,2.63447,6.19001e-06,0.920125
3,3.94375,3.98391,7.27355,0.0138964,0.123987,0.14875,2.79396,0.000117506,0.83555,0.875711,6.41538,0.0132781,0.0461458,0.0709079,1.06443,1.30611e-05,, , 0.213925,1.37476,0.122576,5.19895,2.83585,6.41538,0.0132781,0.0293457,0.0692509,0.0396159,0.00818696,0.0073045,0.152882,1.06443,1.30611e-05,1.73961
4,5.81927,5.90594,7.76444,0.0206921,0.201416,0.25144,5.41695,4.07856e-05,1.02236,1.10903,6.41362,0.0194554,0.0867825,0.136806,1.95893,3.68764e-06,, , 0.4253,1.4674,0.238688,8.71495,4.15019,6.41362,0.0194554,0.0584488,0.135256,0.072218,0.0161148,0.0115958,0.228027,1.95893,3.68764e-06,3.46485
5,1.42535,1.45723,7.0356,0.0541848,0.0599797,0.0784356,7.62094,0.000128531,0.251526,0.28341,5.49977,0.0517114,0.0300665,0.0485224,0.707106,3.82307e-05,, , 0.15627,0.291019,0.0876438,6.27073,1.45379,5.49977,0.0517114,0.116473,0.0498886,0.0227841,0.00591623,0.017268,0.0652687,0.707106,3.82307e-05,6.90454
6,2.28499,2.35107,8.43816,0.0943666,0.102801,0.139629,15.2416,0.000131003,0.403519,0.469603,5.50079,0.0894198,0.0591967,0.0960253,1.4142,2.68629e-05,, , 0.312613,0.387537,0.172973,11.9448,2.43759,5.50079,0.0894198,0.232886,0.0990644,0.0443615,0.0117961,0.0309699,0.101966,1.4142,2.68629e-05,13.8055
7,0.448091,0.449845,9.57534,0.0963169,0.0237852,0.0273366,49.3557,0.000201526,0.36651,0.368264,0.0128483,0.0793866,0.0122994,0.0158507,0.192924,9.27743e-06,, , 0.00873699,0.72115,0.00488577,12.0317,0.252186,0.0128483,0.0793866,0.827824,0.00955137,0.0174337,0.00116504,0.106011,0.0447805,0.192924,9.27743e-06,49.0734
8,0.027454,0.0276666,0.0179975,0.000324968,0.000486762,0.000511674,0.0602445,2.81377e-07,0.00177504,0.00198768,0.00202659,0.000304301,6.69988e-05,9.19109e-05,0.000225338,4.66984e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00202659,0.000304301,0.00101147,5.64962e-05,8.41608e-05,1.82528e-05,0.000319475,0.000672753,0.000225338,4.66984e-08,0.0599602
Total,35.9966,28.5906,53.2649,0.287519,0.952261,1.08592,84.1038,0.000729236,6.45226,6.66819,34.6931,0.260977,0.368331,0.545994,8.05995,0.000101331,, , 1.66505,10.5072,0.948155,66.1026,21.4208,34.6931,0.260977,1.2825,0.528759,0.322039,0.0635272,0.183419,1.14651,8.05995,0.000101331,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14054,0.00846456,1.56105,20.5498,0.020801,3.83616
