Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000412937,0.0554143,0,0.111504,2.35388e-06,0.10289,0,1.23285,0.000405962,0.0114122,0,0.0876581,2.27467e-06,, , 0.0570035,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000405962,0.000987789,0.00693141,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.27467e-06,0.0585562
2,14.3228,14.4148,11.3425,0.00257993,0.384388,0.439625,3.50293,1.07254e-05,3.46802,3.56008,9.61595,0.00227076,0.122358,0.177595,2.63448,2.63543e-07,, , 0.4899,6.25664,0.281557,15.039,8.87695,9.61595,0.00227076,0.0155217,0.158546,0.122412,0.0189946,0.00836733,0.51324,2.63448,2.63543e-07,0.920125
3,3.94382,3.98399,7.274,0.00548284,0.124161,0.148828,2.80604,1.75336e-05,0.835615,0.875786,6.41583,0.00486448,0.0463196,0.0709862,1.07651,5.64511e-07,, , 0.21406,1.37476,0.122576,5.19895,2.83585,6.41583,0.00486448,0.0293457,0.0694799,0.0396159,0.00820995,0.0073045,0.152882,1.07651,5.64511e-07,1.73961
4,5.81919,5.90583,7.76431,0.00406718,0.201246,0.251245,5.41694,2.75006e-05,1.02227,1.10891,6.41349,0.00283047,0.0866117,0.136611,1.95893,3.66405e-07,, , 0.425101,1.4674,0.238688,8.71495,4.15019,6.41349,0.00283047,0.0584488,0.134903,0.072218,0.0161016,0.0115958,0.228027,1.95893,3.66405e-07,3.46485
5,1.42544,1.45734,7.03571,0.0135197,0.0600591,0.0785305,7.62983,5.46781e-05,0.251616,0.283516,5.49989,0.0110463,0.030146,0.0486174,0.715993,1.30403e-06,, , 0.156455,0.291019,0.0876438,6.27073,1.45379,5.49989,0.0110463,0.116473,0.0500571,0.0227841,0.00592219,0.017268,0.0652687,0.715993,1.30403e-06,6.90454
6,2.28467,2.35075,8.43813,0.0165506,0.102852,0.139763,15.2416,0.00010563,0.403202,0.469282,5.50076,0.0116038,0.059248,0.0961591,1.4142,1.49013e-06,, , 0.311974,0.387537,0.172973,11.9448,2.43759,5.50076,0.0116038,0.232886,0.0992522,0.0443615,0.0117934,0.0309699,0.101966,1.4142,1.49013e-06,13.8055
7,0.448102,0.449857,9.57536,0.0192591,0.0237984,0.0273526,49.3557,0.000193129,0.366522,0.368276,0.0128687,0.00232876,0.0123125,0.0158667,0.192925,8.80405e-07,, , 0.00876218,0.72115,0.00488577,12.0317,0.252186,0.0128687,0.00232876,0.827824,0.00957948,0.0174337,0.00116608,0.106011,0.0447805,0.192925,8.80405e-07,49.0734
8,0.027454,0.0276666,0.0180117,7.45597e-05,0.000486819,0.000511676,0.0602445,2.50565e-07,0.00177504,0.00198768,0.00204087,5.38929e-05,6.70559e-05,9.19128e-05,0.000225339,1.58867e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00204087,5.38929e-05,0.00101147,5.65438e-05,8.41608e-05,1.82642e-05,0.000319475,0.000672753,0.000225339,1.58867e-08,0.0599602
Total,35.9962,28.5902,53.2655,0.0619468,0.952406,1.08586,84.1247,0.000411801,6.45192,6.66783,34.6937,0.0354043,0.368475,0.545927,8.08092,7.15959e-06,, , 1.66433,10.5072,0.948155,66.1026,21.4208,34.6937,0.0354043,1.2825,0.528806,0.322039,0.0635574,0.183419,1.14651,8.08092,7.15959e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14002,0.00848076,1.56403,20.5019,0.0208991,3.85425
