Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554147,0,0.111504,2.91817e-06,0.102895,0,1.23285,0.000681999,0.0114125,0,0.0876581,2.83897e-06,, , 0.0570085,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693179,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.83897e-06,0.0585562
2,14.3229,14.415,11.3426,0.00704041,0.384624,0.439898,3.53062,0.000126804,3.46813,3.56021,9.61611,0.00673124,0.122594,0.177867,2.66217,7.51845e-06,, , 0.490144,6.25664,0.281557,15.039,8.87695,9.61611,0.00673124,0.0155217,0.159037,0.122412,0.0190117,0.00836733,0.51324,2.66217,7.51845e-06,0.920125
3,3.94381,3.98398,7.27391,0.0138089,0.124126,0.148814,2.80603,0.000119972,0.835608,0.875776,6.41574,0.0131905,0.0462844,0.0709724,1.0765,1.33694e-05,, , 0.214046,1.37476,0.122576,5.19895,2.83585,6.41574,0.0131905,0.0293457,0.0694356,0.0396159,0.00820525,0.0073045,0.152882,1.0765,1.33694e-05,1.73961
4,5.81908,5.90572,7.76417,0.0232828,0.201077,0.251057,5.39276,5.06918e-05,1.02216,1.10881,6.41336,0.0220461,0.086443,0.136423,1.93474,6.1642e-06,, , 0.424887,1.4674,0.238688,8.71495,4.15019,6.41336,0.0220461,0.0584488,0.13456,0.072218,0.016088,0.0115958,0.228027,1.93474,6.1642e-06,3.46485
5,1.42535,1.45724,7.03565,0.0536472,0.0600036,0.0784527,7.62094,0.00011724,0.251528,0.283414,5.49983,0.0511738,0.0300905,0.0485395,0.707107,3.25847e-05,, , 0.156272,0.291019,0.0876438,6.27073,1.45379,5.49983,0.0511738,0.116473,0.0499267,0.0227841,0.00591917,0.017268,0.0652687,0.707107,3.25847e-05,6.90454
6,2.28462,2.35064,8.438,0.0866642,0.102552,0.139317,15.2238,0.00012212,0.40315,0.46917,5.50062,0.0817174,0.0589484,0.0957127,1.39642,1.79797e-05,, , 0.311804,0.387537,0.172973,11.9448,2.43759,5.50062,0.0817174,0.232886,0.0985203,0.0443615,0.0117793,0.0309699,0.101966,1.39642,1.79797e-05,13.8055
7,0.448088,0.449847,9.57535,0.115838,0.0237711,0.0273068,49.3557,0.000203679,0.366508,0.368266,0.0128512,0.0989079,0.0122853,0.015821,0.192924,1.14306e-05,, , 0.00873797,0.72115,0.00488577,12.0317,0.252186,0.0128512,0.0989079,0.827824,0.00950739,0.0174337,0.00116519,0.106011,0.0447805,0.192924,1.14306e-05,49.0734
8,0.027454,0.0276666,0.0180156,0.000284365,0.000486835,0.000511677,0.0602445,2.73597e-07,0.00177504,0.00198768,0.00204471,0.000263698,6.70713e-05,9.19133e-05,0.000225339,3.89186e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00204471,0.000263698,0.00101147,5.65566e-05,8.41608e-05,1.82672e-05,0.000319475,0.000672753,0.000225339,3.89186e-08,0.0599602
Total,35.9961,28.59,53.2653,0.301255,0.952056,1.08536,84.1016,0.000743698,6.45176,6.66763,34.6934,0.274713,0.368125,0.545428,8.05775,9.19249e-05,, , 1.66398,10.5072,0.948155,66.1026,21.4208,34.6934,0.274713,1.2825,0.527976,0.322039,0.0635381,0.183419,1.14651,8.05775,9.19249e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14061,0.00846363,1.56087,20.5566,0.0207954,3.83512
