Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554141,0,0.111504,3.83199e-06,0.102893,0,1.23285,0.000681999,0.011412,0,0.0876581,3.75278e-06,, , 0.0570069,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693121,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.75278e-06,0.0585562
2,14.3226,14.4146,11.3428,0.00635564,0.384765,0.439972,3.5583,4.64269e-05,3.46786,3.5599,9.61629,0.00604646,0.122735,0.177942,2.68985,2.49488e-06,, , 0.489559,6.25664,0.281557,15.039,8.87695,9.61629,0.00604646,0.0155217,0.159236,0.122412,0.0190292,0.00836733,0.51324,2.68985,2.49488e-06,0.920125
3,3.94378,3.98395,7.27384,0.0123077,0.124097,0.1488,2.80603,4.62399e-05,0.835584,0.875749,6.41567,0.0116894,0.0462554,0.0709585,1.0765,4.15279e-06,, , 0.213996,1.37476,0.122576,5.19895,2.83585,6.41567,0.0116894,0.0293457,0.0693966,0.0396159,0.00820145,0.0073045,0.152882,1.0765,4.15279e-06,1.73961
4,5.81912,5.90579,7.76424,0.0242123,0.201224,0.251282,5.41694,5.54298e-05,1.02221,1.10887,6.41342,0.0229756,0.0865905,0.136648,1.95892,7.34869e-06,, , 0.424995,1.4674,0.238688,8.71495,4.15019,6.41342,0.0229756,0.0584488,0.134926,0.072218,0.0160945,0.0115958,0.228027,1.95892,7.34869e-06,3.46485
5,1.42545,1.45734,7.03574,0.0500194,0.0600429,0.0784793,7.62983,8.78606e-05,0.251625,0.283522,5.49992,0.047546,0.0301297,0.0485661,0.715994,1.78953e-05,, , 0.156484,0.291019,0.0876438,6.27073,1.45379,5.49992,0.047546,0.116473,0.049988,0.0227841,0.00592378,0.017268,0.0652687,0.715994,1.78953e-05,6.90454
6,2.28459,2.35063,8.43801,0.096673,0.102622,0.139442,15.2238,0.000135249,0.403127,0.469161,5.50064,0.0917261,0.0590177,0.0958383,1.39642,3.11094e-05,, , 0.311778,0.387537,0.172973,11.9448,2.43759,5.50064,0.0917261,0.232886,0.0987138,0.0443615,0.0117807,0.0309699,0.101966,1.39642,3.11094e-05,13.8055
7,0.448091,0.449847,9.57534,0.115378,0.023776,0.0273231,49.3539,0.000203598,0.36651,0.368266,0.0128402,0.0984476,0.0122902,0.0158372,0.19117,1.1349e-05,, , 0.0087392,0.72115,0.00488577,12.0317,0.252186,0.0128402,0.0984476,0.827824,0.00952908,0.0174337,0.00116463,0.106011,0.0447805,0.19117,1.1349e-05,49.0734
8,0.027454,0.0276666,0.0180024,0.000331268,0.000486782,0.000511675,0.0602445,2.78228e-07,0.00177504,0.00198768,0.00203153,0.000310601,6.70187e-05,9.19116e-05,0.000225338,4.35492e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203153,0.000310601,0.00101147,5.65128e-05,8.41608e-05,1.82567e-05,0.000319475,0.000672753,0.000225338,4.35492e-08,0.0599602
Total,35.9959,28.5899,53.2655,0.305966,0.952428,1.08581,84.1605,0.000578914,6.45158,6.66746,34.6937,0.279424,0.368497,0.545882,8.11674,7.81464e-05,, , 1.66364,10.5072,0.948155,66.1026,21.4208,34.6937,0.279424,1.2825,0.528777,0.322039,0.0635639,0.183419,1.14651,8.11674,7.81464e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13913,0.0084633,1.56081,20.4205,0.0207934,3.83475
