Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72478,0,1.81752,0.000688974,0.0554134,0,0.111504,3.82422e-06,0.102885,0,1.23285,0.000681999,0.0114112,0,0.0876581,3.74501e-06,, , 0.0569986,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693049,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.74501e-06,0.0585562
2,14.3226,14.4146,11.3427,0.00702014,0.38459,0.439809,3.53062,0.000197826,3.46782,3.55984,9.61613,0.00671096,0.12256,0.177778,2.66217,1.19573e-05,, , 0.489466,6.25664,0.281557,15.039,8.87695,9.61613,0.00671096,0.0155217,0.158912,0.122412,0.0190136,0.00836733,0.51324,2.66217,1.19573e-05,0.920125
3,3.94375,3.98392,7.2736,0.0134119,0.124017,0.148786,2.79396,7.65338e-05,0.835555,0.875715,6.41543,0.0127935,0.0461755,0.0709445,1.06443,7.93953e-06,, , 0.213933,1.37476,0.122576,5.19895,2.83585,6.41543,0.0127935,0.0293457,0.0693149,0.0396159,0.00818922,0.0073045,0.152882,1.06443,7.93953e-06,1.73961
4,5.81954,5.90625,7.76433,0.0236645,0.201263,0.251254,5.41694,5.31836e-05,1.02263,1.10934,6.41351,0.0224278,0.0866294,0.13662,1.95893,6.78715e-06,, , 0.425876,1.4674,0.238688,8.71495,4.15019,6.41351,0.0224278,0.0584488,0.134928,0.072218,0.0161038,0.0115958,0.228027,1.95893,6.78715e-06,3.46485
5,1.42544,1.45734,7.03563,0.0497596,0.0600152,0.0784865,7.62094,8.75164e-05,0.251617,0.283516,5.49981,0.0472861,0.030102,0.0485733,0.707107,1.77232e-05,, , 0.156465,0.291019,0.0876438,6.27073,1.45379,5.49981,0.0472861,0.116473,0.0499732,0.0227841,0.00591807,0.017268,0.0652687,0.707107,1.77232e-05,6.90454
6,2.28514,2.35122,8.43811,0.0853895,0.102732,0.13955,15.2416,0.000121325,0.403675,0.469748,5.50074,0.0804426,0.0591281,0.0959466,1.4142,1.71853e-05,, , 0.31291,0.387537,0.172973,11.9448,2.43759,5.50074,0.0804426,0.232886,0.0989225,0.0443615,0.0117908,0.0309699,0.101966,1.4142,1.71853e-05,13.8055
7,0.448095,0.44985,9.57536,0.100747,0.0237683,0.0272927,49.3557,0.000201992,0.366514,0.36827,0.0128657,0.0838172,0.0122825,0.0158069,0.192925,9.74365e-06,, , 0.0087482,0.72115,0.00488577,12.0317,0.252186,0.0128657,0.0838172,0.827824,0.00948973,0.0174337,0.00116593,0.106011,0.0447805,0.192925,9.74365e-06,49.0734
8,0.027454,0.0276666,0.0180189,0.000295327,0.000486848,0.000511677,0.0602445,2.74728e-07,0.00177504,0.00198768,0.00204801,0.00027466,6.70844e-05,9.19138e-05,0.000225339,4.00497e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00204801,0.00027466,0.00101147,5.65676e-05,8.41608e-05,1.82699e-05,0.000319475,0.000672753,0.000225339,4.00497e-08,0.0599602
Total,35.9968,28.5908,53.2652,0.280977,0.952286,1.08569,84.1315,0.000742476,6.45247,6.66842,34.6934,0.254435,0.368355,0.545762,8.08764,7.51212e-05,, , 1.66548,10.5072,0.948155,66.1026,21.4208,34.6934,0.254435,1.2825,0.528527,0.322039,0.063551,0.183419,1.14651,8.08764,7.51212e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13985,0.00846498,1.56112,20.4871,0.0208036,3.83662
