Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554144,0,0.111504,3.14125e-06,0.102889,0,1.23285,0.000681999,0.0114123,0,0.0876581,3.06204e-06,, , 0.0570023,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693153,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.06204e-06,0.0585562
2,14.3229,14.4149,11.3424,0.00732842,0.384406,0.439721,3.50293,0.000435161,3.46812,3.56019,9.6159,0.00701925,0.122375,0.177691,2.63448,2.67908e-05,, , 0.490105,6.25664,0.281557,15.039,8.87695,9.6159,0.00701925,0.0155217,0.158664,0.122412,0.0189901,0.00836733,0.51324,2.63448,2.67908e-05,0.920125
3,3.94373,3.98389,7.27376,0.0143669,0.124095,0.148842,2.79396,0.00025273,0.835532,0.87569,6.41559,0.0137486,0.0462533,0.0710004,1.06443,2.9964e-05,, , 0.213885,1.37476,0.122576,5.19895,2.83585,6.41559,0.0137486,0.0293457,0.0694402,0.0396159,0.00819762,0.0073045,0.152882,1.06443,2.9964e-05,1.73961
4,5.81949,5.90619,7.76439,0.0264889,0.201186,0.251029,5.41695,8.61668e-05,1.02257,1.10928,6.41357,0.0252522,0.0865518,0.136395,1.95893,1.5033e-05,, , 0.425764,1.4674,0.238688,8.71495,4.15019,6.41357,0.0252522,0.0584488,0.134619,0.072218,0.0161099,0.0115958,0.228027,1.95893,1.5033e-05,3.46485
5,1.42562,1.45753,7.0356,0.051178,0.0599914,0.0784556,7.62094,9.55432e-05,0.251794,0.283711,5.49978,0.0487046,0.0300782,0.0485424,0.707106,2.17366e-05,, , 0.156842,0.291019,0.0876438,6.27073,1.45379,5.49978,0.0487046,0.116473,0.0499199,0.0227841,0.0059166,0.017268,0.0652687,0.707106,2.17366e-05,6.90454
6,2.28502,2.35113,8.43817,0.0927619,0.102817,0.139658,15.2416,0.000128372,0.40355,0.469664,5.50079,0.0878151,0.0592135,0.096054,1.4142,2.42317e-05,, , 0.312687,0.387537,0.172973,11.9448,2.43759,5.50079,0.0878151,0.232886,0.0991093,0.0443615,0.0117967,0.0309699,0.101966,1.4142,2.42317e-05,13.8055
7,0.448086,0.449845,9.57531,0.113958,0.0237927,0.027373,49.3539,0.000203366,0.366506,0.368264,0.0128124,0.0970276,0.0123069,0.0158871,0.191169,1.1117e-05,, , 0.00873413,0.72115,0.00488577,12.0317,0.252186,0.0128124,0.0970276,0.827824,0.00959709,0.0174337,0.00116321,0.106011,0.0447805,0.191169,1.1117e-05,49.0734
8,0.027454,0.0276666,0.0180441,0.000259263,0.000486949,0.000511681,0.0602466,2.73445e-07,0.00177504,0.00198768,0.00207326,0.000238596,6.71856e-05,9.19174e-05,0.000227484,3.87665e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00207326,0.000238596,0.00101147,5.66521e-05,8.41608e-05,1.82901e-05,0.000319475,0.000672753,0.000227484,3.87665e-08,0.0599602
Total,35.997,28.5912,53.2652,0.30703,0.952189,1.08559,84.102,0.00120475,6.45273,6.66878,34.6934,0.280488,0.368258,0.545662,8.05821,0.000131974,, , 1.6661,10.5072,0.948155,66.1026,21.4208,34.6934,0.280488,1.2825,0.528337,0.322039,0.0635437,0.183419,1.14651,8.05821,0.000131974,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14058,0.00846307,1.56077,20.5546,0.020792,3.83449
