Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000349659,0.0554143,0,0.111504,1.87447e-06,0.102888,0,1.23285,0.000342684,0.0114122,0,0.0876581,1.79526e-06,, , 0.0570017,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000342684,0.000987789,0.00693144,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,1.79526e-06,0.0585562
2,14.3229,14.4149,11.3423,0.00254541,0.384365,0.439755,3.50292,1.06067e-05,3.46814,3.5602,9.6158,0.00223623,0.122335,0.177724,2.63447,2.56121e-07,, , 0.490146,6.25664,0.281557,15.039,8.87695,9.6158,0.00223623,0.0155217,0.158667,0.122412,0.0189798,0.00836733,0.51324,2.63447,2.56121e-07,0.920125
3,3.94382,3.98399,7.27411,0.00566742,0.124204,0.148847,2.80604,1.77846e-05,0.835617,0.875785,6.41594,0.00504906,0.0463628,0.0710053,1.07651,5.95882e-07,, , 0.214066,1.37476,0.122576,5.19895,2.83585,6.41594,0.00504906,0.0293457,0.0695368,0.0396159,0.00821544,0.0073045,0.152882,1.07651,5.95882e-07,1.73961
4,5.81922,5.90583,7.76433,0.0052465,0.201232,0.251189,5.41694,2.79912e-05,1.0223,1.10892,6.41351,0.00400978,0.0865982,0.136555,1.95893,4.89047e-07,, , 0.425139,1.4674,0.238688,8.71495,4.15019,6.41351,0.00400978,0.0584488,0.134831,0.072218,0.016104,0.0115958,0.228027,1.95893,4.89047e-07,3.46485
5,1.42543,1.45732,7.03572,0.0187151,0.0600616,0.0785302,7.62983,5.57152e-05,0.251608,0.283503,5.4999,0.0162416,0.0301484,0.048617,0.715993,1.82261e-06,, , 0.156448,0.291019,0.0876438,6.27073,1.45379,5.4999,0.0162416,0.116473,0.0500586,0.0227841,0.00592272,0.017268,0.0652687,0.715993,1.82261e-06,6.90454
6,2.28499,2.35107,8.43813,0.0113713,0.102803,0.139671,15.2416,0.000105062,0.403523,0.4696,5.50076,0.00642448,0.0591992,0.0960668,1.4142,9.22087e-07,, , 0.312614,0.387537,0.172973,11.9448,2.43759,5.50076,0.00642448,0.232886,0.0991117,0.0443615,0.0117928,0.0309699,0.101966,1.4142,9.22087e-07,13.8055
7,0.448088,0.449844,9.57535,0.0180522,0.0237798,0.0273197,49.3557,0.000192904,0.366507,0.368263,0.0128597,0.00112187,0.012294,0.0158339,0.192924,6.55144e-07,, , 0.00873245,0.72115,0.00488577,12.0317,0.252186,0.0128597,0.00112187,0.827824,0.00952856,0.0174337,0.00116563,0.106011,0.0447805,0.192924,6.55144e-07,49.0734
8,0.027454,0.0276666,0.0180161,3.99232e-05,0.000486837,0.000511677,0.0602445,2.45179e-07,0.00177504,0.00198768,0.00204526,1.92563e-05,6.70735e-05,9.19135e-05,0.000225339,1.05003e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00204526,1.92563e-05,0.00101147,5.65585e-05,8.41608e-05,1.82677e-05,0.000319475,0.000672753,0.000225339,1.05003e-08,0.0599602
Total,35.9967,28.5907,53.2655,0.0619875,0.952348,1.08582,84.1247,0.000412183,6.45236,6.66826,34.6937,0.035445,0.368417,0.545894,8.08091,6.54666e-06,, , 1.66523,10.5072,0.948155,66.1026,21.4208,34.6937,0.035445,1.2825,0.528722,0.322039,0.06355,0.183419,1.14651,8.08091,6.54666e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14002,0.0084807,1.56402,20.5021,0.0208988,3.85418
