Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554142,0,0.111504,3.14108e-06,0.102891,0,1.23285,0.000681999,0.011412,0,0.0876581,3.06187e-06,, , 0.0570047,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693127,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.06187e-06,0.0585562
2,14.3228,14.4149,11.3427,0.00659806,0.384508,0.439626,3.53062,5.98118e-05,3.46807,3.56012,9.61614,0.00628888,0.122477,0.177596,2.66217,3.33144e-06,, , 0.489988,6.25664,0.281557,15.039,8.87695,9.61614,0.00628888,0.0155217,0.158646,0.122412,0.0190148,0.00836733,0.51324,2.66217,3.33144e-06,0.920125
3,3.94378,3.98395,7.27361,0.0143512,0.124021,0.148781,2.79396,0.000252596,0.835578,0.87575,6.41545,0.0137329,0.046179,0.0709397,1.06443,2.99473e-05,, , 0.213992,1.37476,0.122576,5.19895,2.83585,6.41545,0.0137329,0.0293457,0.0693127,0.0396159,0.00819015,0.0073045,0.152882,1.06443,2.99473e-05,1.73961
4,5.81909,5.9058,7.76417,0.0247439,0.200974,0.250852,5.39276,5.83955e-05,1.02217,1.10889,6.41336,0.0235072,0.0863405,0.136218,1.93474,8.09013e-06,, , 0.424979,1.4674,0.238688,8.71495,4.15019,6.41336,0.0235072,0.0584488,0.134253,0.072218,0.0160879,0.0115958,0.228027,1.93474,8.09013e-06,3.46485
5,1.4256,1.45751,7.03561,0.0468356,0.0599866,0.0784438,7.62094,7.54232e-05,0.251778,0.283688,5.49979,0.0443622,0.0300734,0.0485306,0.707106,1.16766e-05,, , 0.156797,0.291019,0.0876438,6.27073,1.45379,5.49979,0.0443622,0.116473,0.0499031,0.0227841,0.00591692,0.017268,0.0652687,0.707106,1.16766e-05,6.90454
6,2.28464,2.35073,8.43805,0.0843015,0.102655,0.139462,15.2238,0.000120218,0.40317,0.469263,5.50068,0.0793547,0.0590515,0.095858,1.39642,1.60779e-05,, , 0.311924,0.387537,0.172973,11.9448,2.43759,5.50068,0.0793547,0.232886,0.098763,0.0443615,0.011785,0.0309699,0.101966,1.39642,1.60779e-05,13.8055
7,0.448097,0.449855,9.57538,0.102479,0.0238191,0.0273882,49.3557,0.00020216,0.366516,0.368275,0.0128814,0.0855489,0.0123333,0.0159023,0.192925,9.9111e-06,, , 0.00875547,0.72115,0.00488577,12.0317,0.252186,0.0128814,0.0855489,0.827824,0.00963518,0.0174337,0.00116674,0.106011,0.0447805,0.192925,9.9111e-06,49.0734
8,0.027454,0.0276666,0.0180068,0.000254546,0.000486799,0.000511675,0.0602445,2.71365e-07,0.00177504,0.00198768,0.00203593,0.000233879,6.70361e-05,9.19121e-05,0.000225338,3.6687e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203593,0.000233879,0.00101147,5.65272e-05,8.41608e-05,1.82602e-05,0.000319475,0.000672753,0.000225338,3.6687e-08,0.0599602
Total,35.9963,28.5904,53.265,0.280253,0.951865,1.08507,84.0895,0.000772016,6.45195,6.66797,34.6932,0.253711,0.367934,0.545137,8.04568,8.2133e-05,, , 1.66452,10.5072,0.948155,66.1026,21.4208,34.6932,0.253711,1.2825,0.527501,0.322039,0.0635311,0.183419,1.14651,8.04568,8.2133e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14092,0.00846511,1.56115,20.5854,0.0208044,3.83677
