Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72481,0,1.81752,0.000248363,0.0554168,0,0.111504,1.32109e-06,0.102911,0,1.23285,0.000241388,0.0114147,0,0.0876581,1.24189e-06,, , 0.0570246,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000241388,0.000987789,0.00693394,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,1.24189e-06,0.0585562
2,14.3227,14.4148,11.3423,0.00142002,0.384298,0.439699,3.50291,8.69589e-06,3.46797,3.56002,9.61573,0.00111084,0.122268,0.177669,2.63447,1.36696e-07,, , 0.489793,6.25664,0.281557,15.039,8.87695,9.61573,0.00111084,0.0155217,0.158553,0.122412,0.0189721,0.00836733,0.51324,2.63447,1.36696e-07,0.920125
3,3.94381,3.98398,7.27449,0.00371765,0.124342,0.148892,2.83018,1.58806e-05,0.835612,0.875782,6.41632,0.0030993,0.0465003,0.0710502,1.10064,3.57883e-07,, , 0.214058,1.37476,0.122576,5.19895,2.83585,6.41632,0.0030993,0.0293457,0.0696997,0.0396159,0.00823492,0.0073045,0.152882,1.10064,3.57883e-07,1.73961
4,5.81937,5.90609,7.76447,0.00455651,0.201496,0.251551,5.41695,2.77067e-05,1.02245,1.10918,6.41366,0.0033198,0.0868625,0.136917,1.95894,4.17935e-07,, , 0.425545,1.4674,0.238688,8.71495,4.15019,6.41366,0.0033198,0.0584488,0.135443,0.072218,0.0161189,0.0115958,0.228027,1.95894,4.17935e-07,3.46485
5,1.42545,1.45736,7.03587,0.011324,0.0601291,0.0785797,7.62983,5.41933e-05,0.251633,0.283534,5.50005,0.00885056,0.0302159,0.0486665,0.715997,1.06164e-06,, , 0.156504,0.291019,0.0876438,6.27073,1.45379,5.50005,0.00885056,0.116473,0.050168,0.0227841,0.00593023,0.017268,0.0652687,0.715997,1.06164e-06,6.90454
6,2.28554,2.35172,8.43836,0.0121052,0.103119,0.140043,15.2416,0.000105143,0.404075,0.470248,5.50099,0.00715835,0.0595155,0.0964391,1.41421,1.00253e-06,, , 0.313811,0.387537,0.172973,11.9448,2.43759,5.50099,0.00715835,0.232886,0.0997767,0.0443615,0.0118165,0.0309699,0.101966,1.41421,1.00253e-06,13.8055
7,0.448097,0.449853,9.57541,0.018716,0.0238688,0.0274671,49.3592,0.000193038,0.366517,0.368272,0.0129193,0.00178571,0.0123829,0.0159812,0.196432,7.89824e-07,, , 0.008753,0.72115,0.00488577,12.0317,0.252186,0.0129193,0.00178571,0.827824,0.0097618,0.0174337,0.00116867,0.106011,0.0447805,0.196432,7.89824e-07,49.0734
8,0.027454,0.0276666,0.0180101,5.58034e-05,0.000486813,0.000511676,0.0602445,2.48322e-07,0.00177504,0.00198768,0.00203922,3.51366e-05,6.70493e-05,9.19126e-05,0.000225339,1.3644e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203922,3.51366e-05,0.00101147,5.65383e-05,8.41608e-05,1.82629e-05,0.000319475,0.000672753,0.000225339,1.3644e-08,0.0599602
Total,35.9973,28.5914,53.2664,0.0521435,0.953158,1.08674,84.1524,0.000406227,6.45295,6.66902,34.6946,0.0256011,0.369227,0.546815,8.10857,5.02204e-06,, , 1.66657,10.5072,0.948155,66.1026,21.4208,34.6946,0.0256011,1.2825,0.530392,0.322039,0.0636109,0.183419,1.14651,8.10857,5.02204e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13929,0.00848125,1.56412,20.4354,0.0209021,3.85479
