Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.7248,0,1.81752,0.0003619,0.0554157,0,0.111504,1.95505e-06,0.102901,0,1.23285,0.000354925,0.0114136,0,0.0876581,1.87584e-06,, , 0.0570145,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000354925,0.000987789,0.00693284,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,1.87584e-06,0.0585562
2,14.3228,14.4149,11.3423,0.00253296,0.384342,0.439727,3.50292,1.06636e-05,3.46808,3.56013,9.61579,0.00222379,0.122312,0.177697,2.63447,2.59678e-07,, , 0.490008,6.25664,0.281557,15.039,8.87695,9.61579,0.00222379,0.0155217,0.158618,0.122412,0.0189783,0.00836733,0.51324,2.63447,2.59678e-07,0.920125
3,3.94376,3.98392,7.27409,0.004837,0.124203,0.148857,2.80604,1.6822e-05,0.835563,0.875723,6.41592,0.00421864,0.0463613,0.071015,1.07651,4.75562e-07,, , 0.21395,1.37476,0.122576,5.19895,2.83585,6.41592,0.00421864,0.0293457,0.0695461,0.0396159,0.00821438,0.0073045,0.152882,1.07651,4.75562e-07,1.73961
4,5.81921,5.90587,7.76447,0.00537214,0.201438,0.251448,5.41695,2.80555e-05,1.0223,1.10896,6.41365,0.00413543,0.0868043,0.136814,1.95894,5.0512e-07,, , 0.425168,1.4674,0.238688,8.71495,4.15019,6.41365,0.00413543,0.0584488,0.135282,0.072218,0.0161182,0.0115958,0.228027,1.95894,5.0512e-07,3.46485
5,1.42557,1.4575,7.03578,0.0112647,0.0600856,0.0785471,7.62983,5.41899e-05,0.251747,0.283674,5.49995,0.00879124,0.0301724,0.0486339,0.715995,1.05996e-06,, , 0.156757,0.291019,0.0876438,6.27073,1.45379,5.49995,0.00879124,0.116473,0.0500968,0.0227841,0.00592538,0.017268,0.0652687,0.715995,1.05996e-06,6.90454
6,2.28522,2.35137,8.4382,0.0153365,0.102932,0.139849,15.2416,0.000105497,0.40375,0.469898,5.50083,0.0103896,0.0593284,0.0962453,1.4142,1.3568e-06,, , 0.313135,0.387537,0.172973,11.9448,2.43759,5.50083,0.0103896,0.232886,0.099412,0.0443615,0.0118002,0.0309699,0.101966,1.4142,1.3568e-06,13.8055
7,0.448092,0.449852,9.57536,0.0231383,0.0238109,0.0273791,49.3557,0.000193658,0.366511,0.368271,0.0128664,0.006208,0.012325,0.0158932,0.192925,1.40969e-06,, , 0.00874617,0.72115,0.00488577,12.0317,0.252186,0.0128664,0.006208,0.827824,0.00961858,0.0174337,0.00116597,0.106011,0.0447805,0.192925,1.40969e-06,49.0734
8,0.027454,0.0276666,0.0180101,5.26774e-05,0.000486813,0.000511676,0.0602445,2.47973e-07,0.00177504,0.00198768,0.00203922,3.20105e-05,6.70493e-05,9.19126e-05,0.000225339,1.32942e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203922,3.20105e-05,0.00101147,5.65382e-05,8.41608e-05,1.82629e-05,0.000319475,0.000672753,0.000225339,1.32942e-08,0.0599602
Total,35.9969,28.591,53.2657,0.0628961,0.952715,1.08632,84.1247,0.000411089,6.45262,6.66864,34.6939,0.0363536,0.368784,0.54639,8.08092,6.95594e-06,, , 1.66586,10.5072,0.948155,66.1026,21.4208,34.6939,0.0363536,1.2825,0.529563,0.322039,0.063572,0.183419,1.14651,8.08092,6.95594e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14,0.00848057,1.564,20.5001,0.020898,3.85403
