Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.7248,0,1.81752,0.000695224,0.0554148,0,0.111504,3.39795e-06,0.102897,0,1.23285,0.000688249,0.0114127,0,0.0876581,3.31874e-06,, , 0.0570102,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000688249,0.000987789,0.00693195,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.31874e-06,0.0585562
2,14.3227,14.4147,11.3426,0.00725182,0.384553,0.439818,3.53061,0.000357841,3.46792,3.55995,9.61606,0.00694264,0.122522,0.177788,2.66216,2.19583e-05,, , 0.489668,6.25664,0.281557,15.039,8.87695,9.61606,0.00694264,0.0155217,0.158892,0.122412,0.0190059,0.00836733,0.51324,2.66216,2.19583e-05,0.920125
3,3.94369,3.98387,7.27345,0.0140418,0.123938,0.148712,2.78189,0.000164591,0.83549,0.875668,6.41528,0.0134234,0.0460961,0.0708699,1.05236,1.89466e-05,, , 0.213822,1.37476,0.122576,5.19895,2.83585,6.41528,0.0134234,0.0293457,0.0691686,0.0396159,0.00818153,0.0073045,0.152882,1.05236,1.89466e-05,1.73961
4,5.81919,5.90588,7.76436,0.0223036,0.201187,0.251064,5.41694,4.60732e-05,1.02227,1.10897,6.41354,0.0210669,0.0865527,0.13643,1.95893,5.00954e-06,, , 0.425153,1.4674,0.238688,8.71495,4.15019,6.41354,0.0210669,0.0584488,0.134658,0.072218,0.0161068,0.0115958,0.228027,1.95893,5.00954e-06,3.46485
5,1.42531,1.4572,7.03565,0.0374962,0.0599912,0.0784287,7.62094,6.35621e-05,0.251488,0.283379,5.49983,0.0350228,0.030078,0.0485155,0.707107,5.74606e-06,, , 0.156203,0.291019,0.0876438,6.27073,1.45379,5.49983,0.0350228,0.116473,0.0498903,0.0227841,0.00591914,0.017268,0.0652687,0.707107,5.74606e-06,6.90454
6,2.28478,2.35081,8.4381,0.0939891,0.102772,0.139638,15.2416,0.000129984,0.403311,0.469346,5.50073,0.0890422,0.0591686,0.0960342,1.4142,2.58439e-05,, , 0.312134,0.387537,0.172973,11.9448,2.43759,5.50073,0.0890422,0.232886,0.0990509,0.0443615,0.0117903,0.0309699,0.101966,1.4142,2.58439e-05,13.8055
7,0.448093,0.449845,9.57536,0.0876904,0.0238006,0.0273609,49.3557,0.000200659,0.366512,0.368265,0.0128617,0.0707601,0.0123148,0.0158751,0.192924,8.41065e-06,, , 0.00874177,0.72115,0.00488577,12.0317,0.252186,0.0128617,0.0707601,0.827824,0.00959039,0.0174337,0.00116573,0.106011,0.0447805,0.192924,8.41065e-06,49.0734
8,0.027454,0.0276666,0.0179925,0.000299972,0.000486648,0.00051148,0.0602423,2.76725e-07,0.00177504,0.00198768,0.00202165,0.000279305,6.68843e-05,9.17166e-05,0.000223193,4.20466e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00202165,0.000279305,0.00101147,5.61913e-05,8.41608e-05,1.82488e-05,0.000319475,0.000672753,0.000223193,4.20466e-08,0.0599602
Total,35.996,28.59,53.265,0.263768,0.952143,1.08553,84.1194,0.000966385,6.45167,6.66756,34.6932,0.237226,0.368212,0.545604,8.07556,8.92759e-05,, , 1.66381,10.5072,0.948155,66.1026,21.4208,34.6932,0.237226,1.2825,0.528238,0.322039,0.063539,0.183419,1.14651,8.07556,8.92759e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14015,0.00846635,1.56138,20.5153,0.0208118,3.83814
