Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000682724,0.0554143,0,0.111504,3.6243e-06,0.102893,0,1.23285,0.000675749,0.0114122,0,0.0876581,3.5451e-06,, , 0.0570068,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000675749,0.000987789,0.00693142,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.5451e-06,0.0585562
2,14.3224,14.4143,11.3429,0.00597423,0.385105,0.440524,3.5583,3.48073e-05,3.46761,3.55958,9.61636,0.00566505,0.123074,0.178494,2.68986,1.76866e-06,, , 0.489001,6.25664,0.281557,15.039,8.87695,9.61636,0.00566505,0.0155217,0.160119,0.122412,0.0190366,0.00836733,0.51324,2.68986,1.76866e-06,0.920125
3,3.94362,3.98378,7.2739,0.0139964,0.124094,0.148749,2.80603,0.000143198,0.835417,0.87558,6.41573,0.013378,0.0462524,0.0709075,1.0765,1.62726e-05,, , 0.21366,1.37476,0.122576,5.19895,2.83585,6.41573,0.013378,0.0293457,0.0693396,0.0396159,0.00820454,0.0073045,0.152882,1.0765,1.62726e-05,1.73961
4,5.8196,5.90632,7.76447,0.0265261,0.201299,0.25116,5.41695,0.000100592,1.02268,1.10941,6.41365,0.0252894,0.0866648,0.136526,1.95894,1.86394e-05,, , 0.426008,1.4674,0.238688,8.71495,4.15019,6.41365,0.0252894,0.0584488,0.134855,0.072218,0.016118,0.0115958,0.228027,1.95894,1.86394e-05,3.46485
5,1.42557,1.45747,7.03565,0.0448301,0.0600111,0.0784694,7.62094,7.16409e-05,0.251749,0.283651,5.49983,0.0423566,0.0300979,0.0485563,0.707107,9.78545e-06,, , 0.156736,0.291019,0.0876438,6.27073,1.45379,5.49983,0.0423566,0.116473,0.0499512,0.0227841,0.00591884,0.017268,0.0652687,0.707107,9.78545e-06,6.90454
6,2.28484,2.3509,8.43815,0.091359,0.102704,0.13944,15.2416,0.000127411,0.403371,0.469433,5.50078,0.0864121,0.0590998,0.0958365,1.4142,2.32712e-05,, , 0.312294,0.387537,0.172973,11.9448,2.43759,5.50078,0.0864121,0.232886,0.0987797,0.0443615,0.0117952,0.0309699,0.101966,1.4142,2.32712e-05,13.8055
7,0.44809,0.449843,9.57534,0.116016,0.0238143,0.0273963,49.3557,0.000203606,0.366509,0.368262,0.0128487,0.0990861,0.0123284,0.0159104,0.192924,1.13578e-05,, , 0.00873413,0.72115,0.00488577,12.0317,0.252186,0.0128487,0.0990861,0.827824,0.00964008,0.0174337,0.00116506,0.106011,0.0447805,0.192924,1.13578e-05,49.0734
8,0.027454,0.0276666,0.0180035,0.000206115,0.000486786,0.000511675,0.0602445,2.66273e-07,0.00177504,0.00198768,0.00203263,0.000185448,6.7023e-05,9.19117e-05,0.000225338,3.15945e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203263,0.000185448,0.00101147,5.65164e-05,8.41608e-05,1.82576e-05,0.000319475,0.000672753,0.000225338,3.15945e-08,0.0599602
Total,35.9963,28.5903,53.2659,0.299591,0.952927,1.08625,84.1712,0.000685147,6.45201,6.66791,34.6941,0.273049,0.368997,0.546323,8.12741,8.46717e-05,, , 1.66452,10.5072,0.948155,66.1026,21.4208,34.6941,0.273049,1.2825,0.529673,0.322039,0.0636078,0.183419,1.14651,8.12741,8.46717e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13884,0.00846366,1.56088,20.3942,0.0207956,3.83516
