Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72479,0,1.81752,0.000688974,0.0554138,0,0.111504,3.59972e-06,0.102893,0,1.23285,0.000681999,0.0114116,0,0.0876581,3.52051e-06,, , 0.0570061,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693087,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.52051e-06,0.0585562
2,14.3223,14.4142,11.3432,0.00680752,0.38525,0.440461,3.58599,0.000105077,3.46754,3.55948,9.61663,0.00649834,0.123219,0.178431,2.71754,6.16049e-06,, , 0.488822,6.25664,0.281557,15.039,8.87695,9.61663,0.00649834,0.0155217,0.160173,0.122412,0.0190649,0.00836733,0.51324,2.71754,6.16049e-06,0.920125
3,3.94357,3.98372,7.27408,0.0122138,0.124176,0.148795,2.80604,4.57606e-05,0.835368,0.875519,6.41591,0.0115955,0.0463347,0.0709538,1.07651,4.09289e-06,, , 0.21355,1.37476,0.122576,5.19895,2.83585,6.41591,0.0115955,0.0293457,0.0694586,0.0396159,0.00821408,0.0073045,0.152882,1.07651,4.09289e-06,1.73961
4,5.81941,5.90612,7.76441,0.0260509,0.201139,0.250897,5.41695,8.04441e-05,1.0225,1.1092,6.41359,0.0248142,0.0865051,0.136263,1.95893,1.36023e-05,, , 0.425612,1.4674,0.238688,8.71495,4.15019,6.41359,0.0248142,0.0584488,0.134438,0.072218,0.0161119,0.0115958,0.228027,1.95893,1.36023e-05,3.46485
5,1.42546,1.45736,7.03583,0.0528231,0.0600861,0.0785148,7.62983,0.000114602,0.251634,0.283535,5.50001,0.0503497,0.0301729,0.0486016,0.715996,3.12661e-05,, , 0.156506,0.291019,0.0876438,6.27073,1.45379,5.50001,0.0503497,0.116473,0.0500622,0.0227841,0.00592818,0.017268,0.0652687,0.715996,3.12661e-05,6.90454
6,2.28474,2.3508,8.43813,0.0834371,0.102719,0.139495,15.2416,0.000119808,0.403274,0.469337,5.50076,0.0784902,0.0591149,0.0958908,1.4142,1.56681e-05,, , 0.312083,0.387537,0.172973,11.9448,2.43759,5.50076,0.0784902,0.232886,0.0988515,0.0443615,0.0117927,0.0309699,0.101966,1.4142,1.56681e-05,13.8055
7,0.448094,0.449846,9.5754,0.111815,0.0238613,0.0274611,49.3574,0.000203172,0.366513,0.368266,0.012902,0.0948843,0.0123754,0.0159752,0.194679,1.09236e-05,, , 0.00874261,0.72115,0.00488577,12.0317,0.252186,0.012902,0.0948843,0.827824,0.00974917,0.0174337,0.00116779,0.106011,0.0447805,0.194679,1.09236e-05,49.0734
8,0.027454,0.0276666,0.0180249,0.000171715,0.000486872,0.000511678,0.0602445,2.6248e-07,0.00177504,0.00198768,0.00205405,0.000151048,6.71086e-05,9.19147e-05,0.000225339,2.78012e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00205405,0.000151048,0.00101147,5.65878e-05,8.41608e-05,1.82747e-05,0.000319475,0.000672753,0.000225339,2.78012e-08,0.0599602
Total,35.9958,28.5897,53.2665,0.294008,0.953132,1.08614,84.2096,0.000672726,6.45149,6.66732,34.6947,0.267465,0.369201,0.546207,8.16574,8.52617e-05,, , 1.6634,10.5072,0.948155,66.1026,21.4208,34.6947,0.267465,1.2825,0.52972,0.322039,0.0636492,0.183419,1.14651,8.16574,8.52617e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13788,0.0084641,1.56096,20.308,0.0207982,3.83564
