Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.7248,0,1.81752,0.000688974,0.055415,0,0.111504,3.14789e-06,0.102902,0,1.23285,0.000681999,0.0114129,0,0.0876581,3.06868e-06,, , 0.057016,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693211,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.06868e-06,0.0585562
2,14.3224,14.4143,11.343,0.00731082,0.385212,0.4406,3.55831,0.000312993,3.46762,3.55961,9.61648,0.00700164,0.123182,0.178569,2.68987,1.91553e-05,, , 0.48903,6.25664,0.281557,15.039,8.87695,9.61648,0.00700164,0.0155217,0.160289,0.122412,0.0190491,0.00836733,0.51324,2.68987,1.91553e-05,0.920125
3,3.94371,3.98388,7.27397,0.0121794,0.124148,0.148817,2.80604,4.39078e-05,0.835506,0.875677,6.4158,0.0115611,0.046306,0.0709755,1.0765,3.86129e-06,, , 0.21384,1.37476,0.122576,5.19895,2.83585,6.4158,0.0115611,0.0293457,0.0694571,0.0396159,0.00820846,0.0073045,0.152882,1.0765,3.86129e-06,1.73961
4,5.81937,5.90606,7.76431,0.0204384,0.20117,0.251077,5.41694,4.02436e-05,1.02246,1.10914,6.4135,0.0192017,0.0865364,0.136443,1.95893,3.55214e-06,, , 0.425516,1.4674,0.238688,8.71495,4.15019,6.4135,0.0192017,0.0584488,0.134659,0.072218,0.0161025,0.0115958,0.228027,1.95893,3.55214e-06,3.46485
5,1.42563,1.45754,7.03575,0.053494,0.0600501,0.0784898,7.62983,0.000118876,0.25181,0.283722,5.49993,0.0510206,0.0301369,0.0485767,0.715994,3.34031e-05,, , 0.156866,0.291019,0.0876438,6.27073,1.45379,5.49993,0.0510206,0.116473,0.0500053,0.0227841,0.00592421,0.017268,0.0652687,0.715994,3.34031e-05,6.90454
6,2.28467,2.35071,8.43814,0.0973736,0.102786,0.139624,15.2416,0.000135601,0.403198,0.46924,5.50077,0.0924267,0.0591823,0.0960199,1.4142,3.14614e-05,, , 0.311918,0.387537,0.172973,11.9448,2.43759,5.50077,0.0924267,0.232886,0.099047,0.0443615,0.0117937,0.0309699,0.101966,1.4142,3.14614e-05,13.8055
7,0.448087,0.449844,9.57535,0.0859198,0.0238459,0.027457,49.3557,0.000200447,0.366506,0.368264,0.0128558,0.0689895,0.0123601,0.0159712,0.192924,8.19862e-06,, , 0.00873271,0.72115,0.00488577,12.0317,0.252186,0.0128558,0.0689895,0.827824,0.00973215,0.0174337,0.00116543,0.106011,0.0447805,0.192924,8.19862e-06,49.0734
8,0.027454,0.0276666,0.0180024,0.000340697,0.000486782,0.000511675,0.0602445,2.80373e-07,0.00177504,0.00198768,0.00203153,0.000320031,6.70186e-05,9.19115e-05,0.000225338,4.56951e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203153,0.000320031,0.00101147,5.65126e-05,8.41608e-05,1.82567e-05,0.000319475,0.000672753,0.000225338,4.56951e-08,0.0599602
Total,35.9961,28.59,53.2661,0.277746,0.953114,1.08658,84.1801,0.000855497,6.45178,6.66764,34.6942,0.251203,0.369183,0.546647,8.1363,0.000102746,, , 1.664,10.5072,0.948155,66.1026,21.4208,34.6942,0.251203,1.2825,0.530179,0.322039,0.063613,0.183419,1.14651,8.1363,0.000102746,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1386,0.00846526,1.56117,20.373,0.0208052,3.83693
