Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72478,0,1.81752,0.000688974,0.0554137,0,0.111504,3.6013e-06,0.102885,0,1.23285,0.000681999,0.0114116,0,0.0876581,3.5221e-06,, , 0.0569983,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693081,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.5221e-06,0.0585562
2,14.3227,14.4148,11.3425,0.00734927,0.384391,0.439655,3.50293,0.000760832,3.46798,3.56006,9.61593,0.00704009,0.122361,0.177624,2.63448,4.71452e-05,, , 0.489844,6.25664,0.281557,15.039,8.87695,9.61593,0.00704009,0.0155217,0.158579,0.122412,0.0189931,0.00836733,0.51324,2.63448,4.71452e-05,0.920125
3,3.94376,3.98392,7.27378,0.0145144,0.124102,0.14884,2.79397,0.000312495,0.83556,0.875721,6.41561,0.013896,0.04626,0.0709987,1.06443,3.74347e-05,, , 0.213942,1.37476,0.122576,5.19895,2.83585,6.41561,0.013896,0.0293457,0.069444,0.0396159,0.00819874,0.0073045,0.152882,1.06443,3.74347e-05,1.73961
4,5.81948,5.90622,7.76431,0.0237961,0.201325,0.251402,5.41694,5.17985e-05,1.02256,1.10931,6.4135,0.0225593,0.0866915,0.136768,1.95893,6.44089e-06,, , 0.425784,1.4674,0.238688,8.71495,4.15019,6.4135,0.0225593,0.0584488,0.135139,0.072218,0.0161023,0.0115958,0.228027,1.95893,6.44089e-06,3.46485
5,1.42534,1.45722,7.03563,0.051064,0.0599877,0.0784326,7.62094,9.24849e-05,0.251517,0.283394,5.49981,0.0485906,0.0300745,0.0485194,0.707107,2.02075e-05,, , 0.156245,0.291019,0.0876438,6.27073,1.45379,5.49981,0.0485906,0.116473,0.0498918,0.0227841,0.00591802,0.017268,0.0652687,0.707107,2.02075e-05,6.90454
6,2.28476,2.35083,8.43806,0.105731,0.102637,0.139409,15.2238,0.000163104,0.403296,0.469363,5.50069,0.100784,0.0590334,0.0958048,1.39642,5.89643e-05,, , 0.31215,0.387537,0.172973,11.9448,2.43759,5.50069,0.100784,0.232886,0.0986905,0.0443615,0.0117863,0.0309699,0.101966,1.39642,5.89643e-05,13.8055
7,0.448082,0.449839,9.57531,0.0925592,0.0237176,0.0272169,49.3539,0.000201151,0.366501,0.368258,0.012818,0.0756289,0.0122318,0.0157311,0.191169,8.90199e-06,, , 0.00871912,0.72115,0.00488577,12.0317,0.252186,0.012818,0.0756289,0.827824,0.0093657,0.0174337,0.00116349,0.106011,0.0447805,0.191169,8.90199e-06,49.0734
8,0.027454,0.0276666,0.0180068,0.000303119,0.0004868,0.000511676,0.0602445,2.75776e-07,0.00177504,0.00198768,0.00203593,0.000282453,6.70362e-05,9.19122e-05,0.000225338,4.10972e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203593,0.000282453,0.00101147,5.65273e-05,8.41608e-05,1.82602e-05,0.000319475,0.000672753,0.000225338,4.10972e-08,0.0599602
Total,35.9964,28.5905,53.2651,0.296006,0.952061,1.08547,84.0842,0.00158574,6.45208,6.66809,34.6933,0.269463,0.36813,0.545538,8.04042,0.000182658,, , 1.66476,10.5072,0.948155,66.1026,21.4208,34.6933,0.269463,1.2825,0.528098,0.322039,0.0635315,0.183419,1.14651,8.04042,0.000182658,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14102,0.00846396,1.56094,20.5959,0.0207974,3.83549
