Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72482,0,1.81752,0.000463456,0.0554172,0,0.111504,2.43653e-06,0.102917,0,1.23285,0.00045648,0.0114151,0,0.0876581,2.35733e-06,, , 0.0570308,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.00045648,0.000987789,0.00693435,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,2.35733e-06,0.0585562
2,14.3229,14.415,11.3424,0.00114693,0.384463,0.43985,3.50293,8.18343e-06,3.46813,3.56024,9.61588,0.000837751,0.122432,0.177819,2.63448,1.04667e-07,, , 0.49017,6.25664,0.281557,15.039,8.87695,9.61588,0.000837751,0.0155217,0.158851,0.122412,0.0189876,0.00836733,0.51324,2.63448,1.04667e-07,0.920125
3,3.94369,3.98385,7.27433,0.00483401,0.12426,0.148823,2.81811,1.69441e-05,0.835494,0.875652,6.41616,0.00421565,0.0464185,0.0709816,1.08858,4.90827e-07,, , 0.213803,1.37476,0.122576,5.19895,2.83585,6.41616,0.00421565,0.0293457,0.0695576,0.0396159,0.00822666,0.0073045,0.152882,1.08858,4.90827e-07,1.73961
4,5.81938,5.90609,7.76456,0.00719115,0.201633,0.251727,5.44112,2.88032e-05,1.02246,1.10918,6.41375,0.00595443,0.0869991,0.137094,1.98311,6.92055e-07,, , 0.425553,1.4674,0.238688,8.71495,4.15019,6.41375,0.00595443,0.0584488,0.135747,0.072218,0.0161278,0.0115958,0.228027,1.98311,6.92055e-07,3.46485
5,1.42555,1.45747,7.03589,0.0124471,0.0601408,0.0785886,7.62983,5.4442e-05,0.251724,0.283652,5.50007,0.00997368,0.0302276,0.0486754,0.715998,1.186e-06,, , 0.156704,0.291019,0.0876438,6.27073,1.45379,5.50007,0.00997368,0.116473,0.0501875,0.0227841,0.00593138,0.017268,0.0652687,0.715998,1.186e-06,6.90454
6,2.28525,2.35133,8.43844,0.0187245,0.10319,0.140094,15.2594,0.000105864,0.40378,0.46986,5.50106,0.0137777,0.0595858,0.0964899,1.43198,1.72354e-06,, , 0.31313,0.387537,0.172973,11.9448,2.43759,5.50106,0.0137777,0.232886,0.0998899,0.0443615,0.0118243,0.0309699,0.101966,1.43198,1.72354e-06,13.8055
7,0.448097,0.449851,9.57542,0.022004,0.0238731,0.0274705,49.3592,0.000193514,0.366516,0.36827,0.0129298,0.00507371,0.0123872,0.0159846,0.196432,1.26568e-06,, , 0.00874994,0.72115,0.00488577,12.0317,0.252186,0.0129298,0.00507371,0.827824,0.00976896,0.0174337,0.00116921,0.106011,0.0447805,0.196432,1.26568e-06,49.0734
8,0.027454,0.0276666,0.0180096,4.00482e-05,0.00048681,0.000511676,0.0602445,2.45866e-07,0.00177504,0.00198768,0.00203867,1.93813e-05,6.70472e-05,9.19126e-05,0.000225339,1.11878e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00203867,1.93813e-05,0.00101147,5.65365e-05,8.41608e-05,1.82624e-05,0.000319475,0.000672753,0.000225339,1.11878e-08,0.0599602
Total,35.9971,28.5912,53.2666,0.0668512,0.953463,1.08706,84.1823,0.000410433,6.4528,6.66884,34.6947,0.0403087,0.369533,0.547136,8.13847,7.83129e-06,, , 1.66622,10.5072,0.948155,66.1026,21.4208,34.6947,0.0403087,1.2825,0.530993,0.322039,0.0636366,0.183419,1.14651,8.13847,7.83129e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13854,0.0084802,1.56393,20.3665,0.0208957,3.85362
