Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
7.85806e-05,3.65072e-07,1.05167e-05,3.99228e-05,8.88591e-06,8.92732e-06,9.96281e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.72481,0,1.81752,0.000688974,0.0554161,0,0.111504,3.59542e-06,0.102911,0,1.23285,0.000681999,0.0114139,0,0.0876581,3.51622e-06,, , 0.0570246,0.00667268,0.0392138,6.82208,1.3952,1.23285,0.000681999,0.000987789,0.00693319,0.00312942,0.00135132,0.00158292,0.0396732,0.0876581,3.51622e-06,0.0585562
2,14.3223,14.4143,11.3429,0.00725965,0.38513,0.440544,3.55831,0.000419784,3.46756,3.55953,9.61638,0.00695047,0.123099,0.178513,2.68986,2.58297e-05,, , 0.488895,6.25664,0.281557,15.039,8.87695,9.61638,0.00695047,0.0155217,0.160161,0.122412,0.0190389,0.00836733,0.51324,2.68986,2.58297e-05,0.920125
3,3.94375,3.98391,7.27407,0.0132836,0.124192,0.14884,2.80604,7.99795e-05,0.835548,0.875707,6.4159,0.0126652,0.0463501,0.0709981,1.07651,8.37025e-06,, , 0.213918,1.37476,0.122576,5.19895,2.83585,6.4159,0.0126652,0.0293457,0.069519,0.0396159,0.00821338,0.0073045,0.152882,1.07651,8.37025e-06,1.73961
4,5.81995,5.90675,7.7645,0.0224943,0.201332,0.25118,5.41695,4.75825e-05,1.02304,1.10983,6.41369,0.0212576,0.0866986,0.136546,1.95894,5.38688e-06,, , 0.426787,1.4674,0.238688,8.71495,4.15019,6.41369,0.0212576,0.0584488,0.134905,0.072218,0.0161219,0.0115958,0.228027,1.95894,5.38688e-06,3.46485
5,1.42564,1.45756,7.0357,0.0479519,0.0599965,0.0784067,7.62983,7.99834e-05,0.251822,0.283738,5.49988,0.0454785,0.0300833,0.0484935,0.715993,1.39567e-05,, , 0.156896,0.291019,0.0876438,6.27073,1.45379,5.49988,0.0454785,0.116473,0.0498711,0.0227841,0.00592164,0.017268,0.0652687,0.715993,1.39567e-05,6.90454
6,2.28509,2.35119,8.4382,0.0725065,0.102893,0.139766,15.2416,0.000115489,0.403627,0.469723,5.50083,0.0675597,0.0592897,0.0961623,1.4142,1.13491e-05,, , 0.312841,0.387537,0.172973,11.9448,2.43759,5.50083,0.0675597,0.232886,0.0992902,0.0443615,0.0118003,0.0309699,0.101966,1.4142,1.13491e-05,13.8055
7,0.448088,0.449846,9.57536,0.0676472,0.023833,0.0274267,49.3557,0.00019854,0.366508,0.368265,0.0128625,0.0507169,0.0123472,0.0159408,0.192924,6.29115e-06,, , 0.00873459,0.72115,0.00488577,12.0317,0.252186,0.0128625,0.0507169,0.827824,0.00968855,0.0174337,0.00116577,0.106011,0.0447805,0.192924,6.29115e-06,49.0734
8,0.027454,0.0276666,0.0179964,0.000334483,0.000486758,0.000511674,0.0602423,2.80585e-07,0.00177504,0.00198768,0.00202549,0.000313816,6.69944e-05,9.19107e-05,0.000223193,4.5907e-08,, , 0.00108033,0.00206542,0.000616971,0.0803503,0.0190347,0.00202549,0.000313816,0.00101147,5.64925e-05,8.41608e-05,1.82519e-05,0.000319475,0.000672753,0.000223193,4.5907e-08,0.0599602
Total,35.9971,28.5912,53.2663,0.232167,0.95328,1.08667,84.1801,0.000945234,6.45279,6.66879,34.6944,0.205624,0.369349,0.546746,8.13631,7.47459e-05,, , 1.66618,10.5072,0.948155,66.1026,21.4208,34.6944,0.205624,1.2825,0.530425,0.322039,0.0636314,0.183419,1.14651,8.13631,7.47459e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13859,0.00846835,1.56175,20.3725,0.020824,3.84038
